노선번호,노선ID,버스종류,기점,종점,첫차,막차,기본배차,평일배차,출퇴근배차,휴일배차,정류소순번,정류소명,ARS번호,노드ID,위도,경도
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,1,연제공용버스차고지,13179,171730401,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,2,초읍고개,13183,504610000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,3,개인택시조합,13132,171730104,35.1876864,129.0570240
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,4,부산의료원 정문,13186,515210000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,5,부산의료원,13123,193490101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,6,삼정그린아파트,13029,193480101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,7,사직실내수영장,13170,193530201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,8,아시아드주경기장,13172,194420201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,9,사직119안전센터,13174,193640301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,10,사직여중,06103,165810301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,11,사직여고,06105,165810302,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,12,사직중학교,06106,165810303,35.1991200,129.0539264
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,13,사직초등학교,06107,165810304,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,14,사직2동행정복지센터,06108,165800201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,15,삼익아파트,06111,165800202,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,16,국민시장,06112,166600201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,17,사직야구장,06125,166610202,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,18,사직운동장,06129,166260101,35.1964960,129.0653440
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,19,여명중학교,06133,166660101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,20,대선주조,13001,193720101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,21,화신아파트,13002,165960101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,22,부전교회,13714,165650201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,23,교대역,13701,505740000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,24,동해선교대역,13713,505750000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,25,거제1치안센터,13011,193510301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,26,법원검찰청.거제역,13137,193520201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,27,경남아파트,13026,193840301,35.1858240,129.0713344
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,28,동해선거제해맞이역,13031,193570301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,29,유림아시아드아파트.거제초교,13035,209020201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,30,하마정,05027,164010301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,31,양정대원칸타빌,05026,164390201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,32,송상현광장,05705,505890000,35.1642976,129.0641792
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,33,부전역,05707,505820000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,34,부전시장,05709,505800000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,35,서면역.서면지하상가,05711,505850000,35.1563744,129.0592512
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,36,서면한전,05713,505880000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,37,범내골역,05715,509870000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,38,"중앙시장,골드테마거리",05717,510100000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,39,범일동국민은행,03146,169990101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,40,문현교차로,07048,179810301,35.1371616,129.0715392
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,41,문현3동행정복지센터,07039,179860101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,42,문현삼거리,07038,179890102,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,43,현대주유소,07030,179890101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,44,대연SK뷰아파트,07028,179900101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,45,연포초등학교,07026,180210101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,46,세연고등학교,07024,180210102,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,47,대연교회,07022,180740101,35.1381344,129.0902400
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,48,대연초등학교,07021,180740102,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,49,대연역,07015,180700101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,50,경성대학교입구,07010,180750201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,51,부경대대연캠퍼스,07012,180750202,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,52,대연자이아파트,07125,180380101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,53,대천중학교,07124,180320301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,54,한국산업인력공단남부지사,07121,180890201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,55,동명대학교정문,07119,180890202,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,56,동명대학교후문,07112,180480301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,57,부경대용당캠퍼스,07114,180900202,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,58,용당동,07193,180900201,35.1160160,129.0949760
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,59,신선대부두입구,07203,180900203,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,60,현대오일뱅크,07204,180150301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,61,감만현대아파트사거리,07232,508400000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,62,현대오일뱅크,07205,181370201,35.1103584,129.0875520
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,63,신선대CNG충전소,07192,214180101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,64,용당동,07194,180150101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,65,부경대용당캠퍼스,07115,180150102,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,66,동명대학교후문,07113,180900101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,67,동명대학교정문,07120,180480101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,68,한국산업인력공단남부지사,07122,180480102,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,69,대천중학교,07123,180890101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,70,한국도로교통공단,07126,180360301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,71,부경대대연캠퍼스,07011,180390301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,72,경성대학교입구,07009,180390302,35.1360128,129.1008512
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,73,경성대학교,07013,180750301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,74,대연사거리(대연역),07018,180700201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,75,대연초등학교,07020,180680101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,76,대연교회,07023,180740301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,77,세연고등학교,07025,180250301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,78,연포초등학교,07027,181640301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,79,대연SK뷰아파트,07029,180060201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,80,현대주유소,07217,179900202,35.1433824,129.0765056
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,81,문현삼거리,07218,179900201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,82,문현3동행정복지센터,07040,179790201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,83,문현교차로,07046,179860402,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,84,부산진성공원,03143,169820301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,85,범일역,03702,509890000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,86,"중앙시장,골드테마거리",05716,510090000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,87,범내골역.상공회의소,05223,164090201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,88,지오플레이스,05238,164160301,35.1501312,129.0626944
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,89,경남공고,05349,164260501,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,90,부전도서관,05281,164300401,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,91,전포초등학교,05251,164340401,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,92,송상현광장,05706,505900000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,93,양정대원칸타빌,05023,164190101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,94,하마정,13037,164010101,35.1798208,129.0690048
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,95,동해선거제해맞이역,13033,193580102,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,96,경남아파트,13028,193870101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,97,법원검찰청.거제역,13012,193840102,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,98,거제1치안센터,13010,193520101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,99,교대역,13003,193350401,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,100,화신아파트,06140,165640301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,101,대선주조,06135,165960201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,102,여명중학교,06132,193720302,35.1959104,129.0696704
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,103,사직운동장,06126,166660301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,104,사직야구장,06131,166260301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,105,사직사거리,06122,166610401,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,106,삼익아파트,06110,166600301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,107,사직2동행정복지센터,06109,210140301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,108,사직초등학교,06114,165800302,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,109,사직중학교,06254,504600000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,110,동인고등학교,06116,165800301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,111,사직여고,06117,165800303,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,112,원광사,06104,165800304,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,113,사직여중,06119,165800305,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,114,사직119안전센터,13175,165810201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,115,아시아드주경기장,13173,165810202,35.1916096,129.0596480
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,116,사직실내수영장,13171,194420101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,117,홈플러스,13176,193530101,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,118,삼정그린아파트,13030,193540201,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,119,부산의료원,13130,193490301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,120,부산의료원정문,13187,518170000,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,121,국가기록원 부산분원,13131,193500301,,
10,5200010000,일반버스,연제공용차고지,감만현대아파트사거리,04:30,22:15,7,12,12,16,122,연제공용버스차고지,13182,502520000,35.1857184,129.0537984
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,1,청강리공영차고지,16419,517010000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,2,연화교차로,16334,196300401,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,3,서암입구,16336,217120101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,4,기차여행,16113,197170101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,5,해광사,16078,197170102,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,6,동암후문,16098,197150101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,7,동암정문,16097,197150102,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,8,용궁사.국립수산과학원,16069,197140202,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,9,오시리아관광단지,16096,197140201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,10,오시리아관광단지 입구,,518960000,35.1873440,129.2117504
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,11,당사.공수마을,16002,197160201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,12,공수.양경마을,16094,197160202,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,13,송정해수욕장,09089,184130301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,14,송정,09022,184130302,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,15,송정1단지주공,09012,184860301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,16,부흥고.해운대백병원,09043,186450201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,17,한라아파트,09037,185620201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,18,영남아파트,09032,187170301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,19,대우아파트,09031,186420401,35.1674944,129.1806592
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,20,현대아파트,09026,186330201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,21,해운대보건소,09020,186430301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,22,동백중학교,09024,186100301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,23,미포.문탠로드입구,09021,186080301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,24,중1동,09084,186030201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,25,해운대구청,09090,185950301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,26,해운대구청어귀삼거리,09731,505010000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,27,해운대도시철도역,09729,505020000,35.1637120,129.1591552
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,28,운촌,09727,504990000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,29,동백역,09723,500040000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,30,부산문화여고,09721,500070000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,31,올림픽교차로,09719,500090000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,32,벡스코.시립미술관,09717,185300502,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,33,동해선벡스코역,09715,185070303,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,34,센텀센시빌,09713,184270304,35.1743840,129.1314176
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,35,센텀고등학교,09711,184270303,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,36,동해선센텀역,09709,184410402,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,37,동부지청어귀교차로,09707,219150102,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,38,과정교,09331,210210301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,39,수영강푸르지오아파트,13161,208630201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,40,연제예식장,13163,194380201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,41,부산소방본부.교통정보서비스센터,13082,193460101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,42,토곡사거리,13081,193460102,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,43,토곡한양아파트,13076,193760301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,44,연산8치안센터,13074,193770301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,45,파크시티아파트입구,13169,193780302,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,46,연천시장,13070,193780301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,47,연동시장,13065,193700301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,48,경동아파트,13062,193700302,35.1902592,129.0913408
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,49,연안교,13061,193320101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,50,우성아파트,06164,166450101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,51,동래봉생병원,06165,166440101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,52,낙민역.동래고등학교,06161,166590203,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,53,동래시장,06711,502460000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,54,동래시장정문,06251,165610101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,55,동래구청,06252,165610102,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,56,복산동행정복지센터,06253,165450401,35.2059168,129.0857728
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,57,명륜초등학교,06042,167140102,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,58,동래구노인복지관,06040,165820101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,59,온천입구,06018,165820103,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,60,온천장,06013,209960101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,61,온천장역.CGV동래,06232,165350101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,62,금정초등학교,11090,175070101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,63,부산대앞부산은행,11083,175630101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,64,부산대학교정문,11080,175620101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,65,(구)장전1치안센터,11076,175640101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,66,장전역,11071,174970101,35.2400480,129.0869632
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,67,까치공원,11074,174830201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,68,장전중앙교회,11075,174960301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,69,현대아파트,11079,174960302,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,70,부산대학교정문,11085,174960303,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,71,부산대학교후문,11089,175830201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,72,금정초등학교,11091,175630301,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,73,온천장역.SK허브스카이,06011,165350201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,74,온천장,06023,165850201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,75,온천입구,06019,165390401,35.2169824,129.0855808
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,76,동래구노인복지관,06036,165390403,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,77,동래우체국,06045,165820201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,78,명륜교차로,06255,504960000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,79,동래전화국,06071,165730101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,80,동래시장,06712,502470000,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,81,낙민역.동래고등학교,06158,165600202,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,82,동래봉생병원,06162,166430201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,83,우성아파트,06163,166450301,35.1910400,129.0901248
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,84,경동아파트,13063,193710101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,85,연동시장,13069,193700101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,86,부산경상대학입구,13071,193700102,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,87,연산8치안센터,13075,193770101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,88,토곡한양아파트,13077,193770102,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,89,토곡사거리,13080,193760201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,90,부산소방본부.교통정보서비스센터,13158,193460201,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,91,수영강푸르지오아파트,13159,194380101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,92,과정교,09332,184210101,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,93,동부지청어귀교차로,09708,184750402,,
100,5200100000,일반버스,청강리공영차고지,장전역,04:50,21:50,8,16,15,19,94,동해선센텀역,09710,219150202,,
