노선ID,노선번호,정류소순번,정류소명,노드ID
5200138000,138,50,문현교차로,179810301
5290705000,남구5,28,문현교차로,179810302
5290703000,남구3,35,장고개,179820101
5290703000,남구3,20,문현교차로,179820201
5290703000,남구3,31,문현곱창골목,179830301
5290703000,남구3,34,문현4동주민복합센터,179830302
5290703000,남구3,32,동화장식,179830303
5290703000,남구3,33,금정슈퍼,179830304
5290703000,남구3,22,문현동부산은행,179840101
5290705000,남구5,45,대림시티프라자,179840102
5290703000,남구3,30,문현곱창골목입구,179840401
5200022000,22,83,대연고개,179850101
5200024000,24,42,대연고개,179850101
5200027000,27,60,대연고개,179850101
5200040000,40,100,대연고개,179850101
5200041000,41,59,대연고개,179850101
5200042000,42,66,대연고개,179850101
5200083000,83,37,대연고개,179850101
5200083100,83-1,87,대연고개,179850101
5200108000,108,87,대연고개,179850101
5201003F00,1003-F,81,대연고개,179850101
5290705000,남구5,48,청호탕,179850201
5200022000,22,20,지게골역,179850301
5200024000,24,23,지게골역,179850301
5200027000,27,23,지게골역,179850301
5200040000,40,51,지게골역,179850301
5200041000,41,24,지게골역,179850301
5200042000,42,45,지게골역,179850301
5200083000,83,16,지게골역,179850301
5200083100,83-1,24,지게골역,179850301
5200108000,108,17,지게골역,179850301
5290705000,남구5,27,지게골역,179850302
5200010000,10,41,문현3동행정복지센터,179860101
5200101000,101,36,문현3동행정복지센터,179860101
5200138000,138,51,문현3동행정복지센터,179860101
5200022000,22,81,문현교차로,179860201
5200024000,24,40,문현교차로,179860201
5200027000,27,58,문현교차로,179860201
5200041000,41,57,문현교차로,179860201
5200083000,83,35,문현교차로,179860201
5200083100,83-1,85,문현교차로,179860201
5200108000,108,85,문현교차로,179860201
5200022000,22,21,문현교차로,179860401
5200027000,27,24,문현교차로,179860401
5200040000,40,52,문현교차로,179860401
5200041000,41,25,문현교차로,179860401
5200042000,42,46,문현교차로,179860401
5200101000,101,78,문현교차로,179860401
5201001000,1001,27,문현교차로,179860401
5201003000,1003,39,문현교차로,179860401
5201003F00,1003-F,49,문현교차로,179860401
5200010000,10,83,문현교차로,179860402
5200024000,24,24,문현교차로,179860402
5200083000,83,17,문현교차로,179860402
5200083100,83-1,25,문현교차로,179860402
5200108000,108,18,문현교차로,179860402
5200138000,138,88,문현교차로,179860402
5200101000,101,73,문현현대아파트,179880301
5200138000,138,83,문현현대아파트,179880301
5200010000,10,43,현대주유소,179890101
5200010000,10,42,문현삼거리,179890102
5200010000,10,44,대연SK뷰아파트,179900101
5200101000,101,41,대연SK뷰아파트,179900101
5200138000,138,56,대연SK뷰아파트,179900101
5291506000,사상구6,47,대연SK뷰아파트,179900102
5200010000,10,81,문현삼거리,179900201
5200010000,10,80,현대주유소,179900202
5200101000,101,38,문현초등학교,179910101
5200138000,138,53,문현초등학교,179910101
5200101000,101,76,한양아파트,179910301
5200138000,138,86,한양아파트,179910301
5200101000,101,40,문현현대아파트,179920101
5200138000,138,55,문현현대아파트,179920101
5291506000,사상구6,46,문현현대1차아파트,179920102
5200101000,101,75,문현초등학교,179920201
5200138000,138,85,문현초등학교,179920201
5291506000,사상구6,84,문현현대2차아파트,179920301
5291506000,사상구6,85,전포보람어린이집,179920302
5291506000,사상구6,86,남부산교회,179920303
5290701000,남구1,27,장백아파트,179950201
5290703000,남구3,13,소막마을,179960101
5290703000,남구3,14,동항성당,179960102
5290703000,남구3,15,아신아파트,179960103
5200023000,23,60,소막마을,179960201
5200026000,26,64,소막마을,179960201
5200068000,68,91,소막마을,179960201
5200134000,134,87,소막마을,179960201
5200138100,138-1,66,소막마을,179960201
5200168000,168,88,소막마을,179960201
5200023000,23,61,우암초등학교,179960202
5200026000,26,65,우암초등학교,179960202
5200068000,68,92,우암초등학교,179960202
5200134000,134,88,우암초등학교,179960202
5200138100,138-1,67,우암초등학교,179960202
5200168000,168,89,우암초등학교,179960202
5290703000,남구3,40,우암초등학교,179960203
5200023000,23,7,소막마을,179960301
5200026000,26,7,소막마을,179960301
5200068000,68,15,소막마을,179960301
5200134000,134,15,소막마을,179960301
5200138100,138-1,93,소막마을,179960301
5200168000,168,11,소막마을,179960301
5200023000,23,8,7부두,179960302
5200026000,26,8,7부두,179960302
5200068000,68,16,7부두,179960302
5200134000,134,16,7부두,179960302
5200138100,138-1,94,7부두,179960302
5200168000,168,12,7부두,179960302
5200138100,138-1,68,우암뉴서울아파트,180010101
5290705000,남구5,9,뉴서울아파트,180010102
5290705000,남구5,10,일신보라아파트,180010103
5290703000,남구3,10,우암파출소,180010301
5200023000,23,6,우암초등학교,180020201
5200026000,26,6,우암초등학교,180020201
5200068000,68,14,우암초등학교,180020201
5200134000,134,14,우암초등학교,180020201
5200138100,138-1,92,우암초등학교,180020201
5200168000,168,10,우암초등학교,180020201
5290703000,남구3,11,우암초등학교,180020202
5290703000,남구3,12,우암새시장입구,180020203
5200023000,23,3,감만창의문화촌,180030101
5200026000,26,3,감만창의문화촌,180030101
5200101000,101,60,감만창의문화촌,180030101
5200168000,168,7,감만창의문화촌,180030101
5200023000,23,63,감만창의문화촌,180030201
5200026000,26,67,감만창의문화촌,180030201
5200101000,101,53,감만창의문화촌,180030201
5200168000,168,91,감만창의문화촌,180030201
5200023000,23,64,감만시장,180030202
5200026000,26,68,감만시장,180030202
5200101000,101,54,감만시장,180030202
5200168000,168,92,감만시장,180030202
5200022000,22,84,남구청.못골역,180050101
5200024000,24,43,남구청.못골역,180050101
5200027000,27,61,남구청.못골역,180050101
5200040000,40,101,남구청.못골역,180050101
5200041000,41,60,남구청.못골역,180050101
5200042000,42,67,남구청.못골역,180050101
5200083000,83,38,남구청.못골역,180050101
5200083100,83-1,88,남구청.못골역,180050101
5200108000,108,88,남구청.못골역,180050101
5200138000,138,59,남구청.못골역,180050101
5201003F00,1003-F,82,남구청.못골역,180050101
5290703000,남구3,56,못골역,180050102
5290706000,남구6,30,못골역,180050102
5290709000,남구9,36,못골역,180050102
5200010000,10,79,대연SK뷰아파트,180060201
5200101000,101,72,대연SK뷰아파트,180060201
5200138000,138,82,대연SK뷰아파트,180060201
5291506000,사상구6,81,대연SK뷰아파트,180060202
5291506000,사상구6,82,문현현대1차아파트,180060203
5290705000,남구5,49,탑마트,180070101
5200168000,168,4,현대아파트,180140401
5290706000,남구6,5,감만현대2차아파트,180140501
5200010000,10,64,용당동,180150101
5200138000,138,70,용당동,180150101
5200138100,138-1,80,용당동,180150101
5200155000,155,63,용당동,180150101
5203001000,3001,22,용당동,180150101
5203006000,3006,44,용당동,180150101
5200010000,10,65,부경대용당캠퍼스,180150102
5200068000,68,2,부경대용당캠퍼스,180150102
5200134000,134,2,부경대용당캠퍼스,180150102
5200138000,138,71,부경대용당캠퍼스,180150102
5200138100,138-1,81,부경대용당캠퍼스,180150102
5200155000,155,64,부경대용당캠퍼스,180150102
5200583000,583,2,부경대용당캠퍼스,180150102
5200010000,10,60,현대오일뱅크,180150301
5200168000,168,3,현대오일뱅크,180150301
5200068000,68,94,동천초등학교,180160101
5200101000,101,61,동천초등학교,180160101
5200134000,134,90,동천초등학교,180160101
5200051000,51,67,동천초등학교,180160102
5290702000,남구2,39,동천초등학교,180160103
5290706000,남구6,39,홈플러스,180160105
5200023000,23,4,우암자유아파트,180160301
5200026000,26,4,우암자유아파트,180160301
5200068000,68,12,우암자유아파트,180160301
5200134000,134,12,우암자유아파트,180160301
5200168000,168,8,우암자유아파트,180160301
5200051000,51,68,남광시장,180170101
