노선ID,노선번호,정류소순번,정류소명,ARS번호,위도,경도,노드ID
5200010000,10,1,연제공용버스차고지,13179,,,171730401
5200010000,10,2,초읍고개,13183,,,504610000
5200010000,10,3,개인택시조합,13132,35.1876864,129.0570240,171730104
5200010000,10,4,부산의료원 정문,13186,,,515210000
5200010000,10,5,부산의료원,13123,,,193490101
5200010000,10,6,삼정그린아파트,13029,,,193480101
5200010000,10,7,사직실내수영장,13170,,,193530201
5200010000,10,8,아시아드주경기장,13172,,,194420201
5200010000,10,9,사직119안전센터,13174,,,193640301
5200010000,10,10,사직여중,06103,,,165810301
5200010000,10,11,사직여고,06105,,,165810302
5200010000,10,12,사직중학교,06106,35.1991200,129.0539264,165810303
5200010000,10,13,사직초등학교,06107,,,165810304
5200010000,10,14,사직2동행정복지센터,06108,,,165800201
5200010000,10,15,삼익아파트,06111,,,165800202
5200010000,10,16,국민시장,06112,,,166600201
5200010000,10,17,사직야구장,06125,,,166610202
5200010000,10,18,사직운동장,06129,35.1964960,129.0653440,166260101
5200010000,10,19,여명중학교,06133,,,166660101
5200010000,10,20,대선주조,13001,,,193720101
5200010000,10,21,화신아파트,13002,,,165960101
5200010000,10,22,부전교회,13714,,,165650201
5200010000,10,23,교대역,13701,,,505740000
5200010000,10,24,동해선교대역,13713,,,505750000
5200010000,10,25,거제1치안센터,13011,,,193510301
5200010000,10,26,법원검찰청.거제역,13137,,,193520201
5200010000,10,27,경남아파트,13026,35.1858240,129.0713344,193840301
5200010000,10,28,동해선거제해맞이역,13031,,,193570301
5200010000,10,29,유림아시아드아파트.거제초교,13035,,,209020201
5200010000,10,30,하마정,05027,,,164010301
5200010000,10,31,양정대원칸타빌,05026,,,164390201
5200010000,10,32,송상현광장,05705,35.1642976,129.0641792,505890000
5200010000,10,33,부전역,05707,,,505820000
5200010000,10,34,부전시장,05709,,,505800000
5200010000,10,35,서면역.서면지하상가,05711,35.1563744,129.0592512,505850000
5200010000,10,36,서면한전,05713,,,505880000
5200010000,10,37,범내골역,05715,,,509870000
5200010000,10,38,"중앙시장,골드테마거리",05717,,,510100000
5200010000,10,39,범일동국민은행,03146,,,169990101
5200010000,10,40,문현교차로,07048,35.1371616,129.0715392,179810301
5200010000,10,41,문현3동행정복지센터,07039,,,179860101
5200010000,10,42,문현삼거리,07038,,,179890102
5200010000,10,43,현대주유소,07030,,,179890101
5200010000,10,44,대연SK뷰아파트,07028,,,179900101
5200010000,10,45,연포초등학교,07026,,,180210101
5200010000,10,46,세연고등학교,07024,,,180210102
5200010000,10,47,대연교회,07022,35.1381344,129.0902400,180740101
5200010000,10,48,대연초등학교,07021,,,180740102
5200010000,10,49,대연역,07015,,,180700101
5200010000,10,50,경성대학교입구,07010,,,180750201
5200010000,10,51,부경대대연캠퍼스,07012,,,180750202
5200010000,10,52,대연자이아파트,07125,,,180380101
5200010000,10,53,대천중학교,07124,,,180320301
5200010000,10,54,한국산업인력공단남부지사,07121,,,180890201
5200010000,10,55,동명대학교정문,07119,,,180890202
5200010000,10,56,동명대학교후문,07112,,,180480301
5200010000,10,57,부경대용당캠퍼스,07114,,,180900202
5200010000,10,58,용당동,07193,35.1160160,129.0949760,180900201
5200010000,10,59,신선대부두입구,07203,,,180900203
5200010000,10,60,현대오일뱅크,07204,,,180150301
5200010000,10,61,감만현대아파트사거리,07232,,,508400000
5200010000,10,62,현대오일뱅크,07205,35.1103584,129.0875520,181370201
5200010000,10,63,신선대CNG충전소,07192,,,214180101
5200010000,10,64,용당동,07194,,,180150101
5200010000,10,65,부경대용당캠퍼스,07115,,,180150102
5200010000,10,66,동명대학교후문,07113,,,180900101
5200010000,10,67,동명대학교정문,07120,,,180480101
5200010000,10,68,한국산업인력공단남부지사,07122,,,180480102
5200010000,10,69,대천중학교,07123,,,180890101
5200010000,10,70,한국도로교통공단,07126,,,180360301
5200010000,10,71,부경대대연캠퍼스,07011,,,180390301
5200010000,10,72,경성대학교입구,07009,35.1360128,129.1008512,180390302
5200010000,10,73,경성대학교,07013,,,180750301
5200010000,10,74,대연사거리(대연역),07018,,,180700201
5200010000,10,75,대연초등학교,07020,,,180680101
5200010000,10,76,대연교회,07023,,,180740301
5200010000,10,77,세연고등학교,07025,,,180250301
5200010000,10,78,연포초등학교,07027,,,181640301
5200010000,10,79,대연SK뷰아파트,07029,,,180060201
5200010000,10,80,현대주유소,07217,35.1433824,129.0765056,179900202
5200010000,10,81,문현삼거리,07218,,,179900201
5200010000,10,82,문현3동행정복지센터,07040,,,179790201
5200010000,10,83,문현교차로,07046,,,179860402
5200010000,10,84,부산진성공원,03143,,,169820301
5200010000,10,85,범일역,03702,,,509890000
5200010000,10,86,"중앙시장,골드테마거리",05716,,,510090000
5200010000,10,87,범내골역.상공회의소,05223,,,164090201
5200010000,10,88,지오플레이스,05238,35.1501312,129.0626944,164160301
5200010000,10,89,경남공고,05349,,,164260501
5200010000,10,90,부전도서관,05281,,,164300401
5200010000,10,91,전포초등학교,05251,,,164340401
5200010000,10,92,송상현광장,05706,,,505900000
5200010000,10,93,양정대원칸타빌,05023,,,164190101
5200010000,10,94,하마정,13037,35.1798208,129.0690048,164010101
5200010000,10,95,동해선거제해맞이역,13033,,,193580102
5200010000,10,96,경남아파트,13028,,,193870101
5200010000,10,97,법원검찰청.거제역,13012,,,193840102
5200010000,10,98,거제1치안센터,13010,,,193520101
5200010000,10,99,교대역,13003,,,193350401
5200010000,10,100,화신아파트,06140,,,165640301
5200010000,10,101,대선주조,06135,,,165960201
5200010000,10,102,여명중학교,06132,35.1959104,129.0696704,193720302
5200010000,10,103,사직운동장,06126,,,166660301
5200010000,10,104,사직야구장,06131,,,166260301
5200010000,10,105,사직사거리,06122,,,166610401
5200010000,10,106,삼익아파트,06110,,,166600301
5200010000,10,107,사직2동행정복지센터,06109,,,210140301
5200010000,10,108,사직초등학교,06114,,,165800302
5200010000,10,109,사직중학교,06254,,,504600000
5200010000,10,110,동인고등학교,06116,,,165800301
5200010000,10,111,사직여고,06117,,,165800303
5200010000,10,112,원광사,06104,,,165800304
5200010000,10,113,사직여중,06119,,,165800305
5200010000,10,114,사직119안전센터,13175,,,165810201
5200010000,10,115,아시아드주경기장,13173,35.1916096,129.0596480,165810202
5200010000,10,116,사직실내수영장,13171,,,194420101
5200010000,10,117,홈플러스,13176,,,193530101
5200010000,10,118,삼정그린아파트,13030,,,193540201
5200010000,10,119,부산의료원,13130,,,193490301
5200010000,10,120,부산의료원정문,13187,,,518170000
5200010000,10,121,국가기록원 부산분원,13131,,,193500301
5200010000,10,122,연제공용버스차고지,13182,35.1857184,129.0537984,502520000
5200100000,100,1,청강리공영차고지,16419,,,517010000
5200100000,100,2,연화교차로,16334,,,196300401
5200100000,100,3,서암입구,16336,,,217120101
5200100000,100,4,기차여행,16113,,,197170101
5200100000,100,5,해광사,16078,,,197170102
5200100000,100,6,동암후문,16098,,,197150101
5200100000,100,7,동암정문,16097,,,197150102
5200100000,100,8,용궁사.국립수산과학원,16069,,,197140202
5200100000,100,9,오시리아관광단지,16096,,,197140201
5200100000,100,10,오시리아관광단지 입구,,35.1873440,129.2117504,518960000
5200100000,100,11,당사.공수마을,16002,,,197160201
5200100000,100,12,공수.양경마을,16094,,,197160202
5200100000,100,13,송정해수욕장,09089,,,184130301
5200100000,100,14,송정,09022,,,184130302
5200100000,100,15,송정1단지주공,09012,,,184860301
5200100000,100,16,부흥고.해운대백병원,09043,,,186450201
5200100000,100,17,한라아파트,09037,,,185620201
5200100000,100,18,영남아파트,09032,,,187170301
5200100000,100,19,대우아파트,09031,35.1674944,129.1806592,186420401
5200100000,100,20,현대아파트,09026,,,186330201
5200100000,100,21,해운대보건소,09020,,,186430301
5200100000,100,22,동백중학교,09024,,,186100301
5200100000,100,23,미포.문탠로드입구,09021,,,186080301
5200100000,100,24,중1동,09084,,,186030201
5200100000,100,25,해운대구청,09090,,,185950301
5200100000,100,26,해운대구청어귀삼거리,09731,,,505010000
5200100000,100,27,해운대도시철도역,09729,35.1637120,129.1591552,505020000
5200100000,100,28,운촌,09727,,,504990000
5200100000,100,29,동백역,09723,,,500040000
5200100000,100,30,부산문화여고,09721,,,500070000
5200100000,100,31,올림픽교차로,09719,,,500090000
5200100000,100,32,벡스코.시립미술관,09717,,,185300502
5200100000,100,33,동해선벡스코역,09715,,,185070303
5200100000,100,34,센텀센시빌,09713,35.1743840,129.1314176,184270304
5200100000,100,35,센텀고등학교,09711,,,184270303
5200100000,100,36,동해선센텀역,09709,,,184410402
5200100000,100,37,동부지청어귀교차로,09707,,,219150102
5200100000,100,38,과정교,09331,,,210210301
5200100000,100,39,수영강푸르지오아파트,13161,,,208630201
5200100000,100,40,연제예식장,13163,,,194380201
5200100000,100,41,부산소방본부.교통정보서비스센터,13082,,,193460101
5200100000,100,42,토곡사거리,13081,,,193460102
5200100000,100,43,토곡한양아파트,13076,,,193760301
5200100000,100,44,연산8치안센터,13074,,,193770301
5200100000,100,45,파크시티아파트입구,13169,,,193780302
5200100000,100,46,연천시장,13070,,,193780301
5200100000,100,47,연동시장,13065,,,193700301
5200100000,100,48,경동아파트,13062,35.1902592,129.0913408,193700302
5200100000,100,49,연안교,13061,,,193320101
5200100000,100,50,우성아파트,06164,,,166450101
5200100000,100,51,동래봉생병원,06165,,,166440101
5200100000,100,52,낙민역.동래고등학교,06161,,,166590203
5200100000,100,53,동래시장,06711,,,502460000
5200100000,100,54,동래시장정문,06251,,,165610101
5200100000,100,55,동래구청,06252,,,165610102
5200100000,100,56,복산동행정복지센터,06253,35.2059168,129.0857728,165450401
5200100000,100,57,명륜초등학교,06042,,,167140102
5200100000,100,58,동래구노인복지관,06040,,,165820101
5200100000,100,59,온천입구,06018,,,165820103
5200100000,100,60,온천장,06013,,,209960101
5200100000,100,61,온천장역.CGV동래,06232,,,165350101
5200100000,100,62,금정초등학교,11090,,,175070101
5200100000,100,63,부산대앞부산은행,11083,,,175630101
5200100000,100,64,부산대학교정문,11080,,,175620101
5200100000,100,65,(구)장전1치안센터,11076,,,175640101
5200100000,100,66,장전역,11071,35.2400480,129.0869632,174970101
5200100000,100,67,까치공원,11074,,,174830201
5200100000,100,68,장전중앙교회,11075,,,174960301
5200100000,100,69,현대아파트,11079,,,174960302
5200100000,100,70,부산대학교정문,11085,,,174960303
5200100000,100,71,부산대학교후문,11089,,,175830201
5200100000,100,72,금정초등학교,11091,,,175630301
5200100000,100,73,온천장역.SK허브스카이,06011,,,165350201
5200100000,100,74,온천장,06023,,,165850201
5200100000,100,75,온천입구,06019,35.2169824,129.0855808,165390401
5200100000,100,76,동래구노인복지관,06036,,,165390403
5200100000,100,77,동래우체국,06045,,,165820201
5200100000,100,78,명륜교차로,06255,,,504960000
5200100000,100,79,동래전화국,06071,,,165730101
5200100000,100,80,동래시장,06712,,,502470000
5200100000,100,81,낙민역.동래고등학교,06158,,,165600202
5200100000,100,82,동래봉생병원,06162,,,166430201
5200100000,100,83,우성아파트,06163,35.1910400,129.0901248,166450301
5200100000,100,84,경동아파트,13063,,,193710101
5200100000,100,85,연동시장,13069,,,193700101
5200100000,100,86,부산경상대학입구,13071,,,193700102
5200100000,100,87,연산8치안센터,13075,,,193770101
5200100000,100,88,토곡한양아파트,13077,,,193770102
5200100000,100,89,토곡사거리,13080,,,193760201
5200100000,100,90,부산소방본부.교통정보서비스센터,13158,,,193460201
5200100000,100,91,수영강푸르지오아파트,13159,,,194380101
5200100000,100,92,과정교,09332,,,184210101
5200100000,100,93,동부지청어귀교차로,09708,,,184750402
5200100000,100,94,동해선센텀역,09710,,,219150202
5200100000,100,95,센텀고등학교,09712,,,184420103
5200100000,100,96,센텀센시빌,09714,,,184420104
5200100000,100,97,동해선벡스코역,09716,35.1692224,129.1382144,184270102
5200100000,100,98,올림픽교차로환승센터,09718,,,185070101
5200100000,100,99,올림픽교차로,09720,,,500080000
5200100000,100,100,부산문화여고,09722,,,500060000
5200100000,100,101,동백역,09724,,,500050000
5200100000,100,102,운촌,09728,,,504980000
5200100000,100,103,해운대도시철도역,09730,,,505030000
5200100000,100,104,해운대시장,09107,,,210190201
5200100000,100,105,해운대온천사거리,09086,35.1619008,129.1649024,187220101
5200100000,100,106,중1동,09085,,,185910101
5200100000,100,107,미포.문탠로드입구,09019,,,187200201
5200100000,100,108,동백중학교,09023,,,186140101
5200100000,100,109,동백초등학교.해운대보건소,09025,,,185420101
5200100000,100,110,상록아파트,09027,,,186430401
5200100000,100,111,대우아파트,09030,,,185690101
5200100000,100,112,영남아파트,09034,,,186420101
5200100000,100,113,벽산아파트,09036,,,185870301
5200100000,100,114,부흥고.해운대백병원,09038,,,185620401
5200100000,100,115,신도시시장.아세안문화원,09039,,,186450101
5200100000,100,116,송정1단지주공,09011,,,186750101
5200100000,100,117,송정,09009,,,184860201
5200100000,100,118,송정해수욕장,09010,35.1826048,129.2035712,184860202
5200100000,100,119,공수.양경마을,16001,,,202590101
5200100000,100,120,공수.당사마을,16095,,,202590102
5200100000,100,121,오시리아관광단지 입구,,,,518950000
5200100000,100,122,오시리아관광단지,16052,,,197160101
5200100000,100,123,용궁사.국립수산과학원,16003,,,197160102
5200100000,100,124,동암정문,16079,,,197140101
5200100000,100,125,동암후문,16080,,,197140102
5200100000,100,126,해광사,16090,,,197150201
5200100000,100,127,기차여행,16065,,,197150202
5200100000,100,128,서암입구,16337,35.2105024,129.2225792,197150301
5200100000,100,129,연화교차로,16335,,,217110101
5200100000,100,130,청강리공영차고지,16266,35.2241600,129.2135296,202130401
5200100100,100-1,1,송정1단지주공,09012,,,184860301
5200100100,100-1,2,신도시시장.아세안문화원,09040,,,186220301
5200100100,100-1,3,동신아파트,09046,,,186450401
5200100100,100-1,4,동부아파트,09047,,,186450402
5200100100,100-1,5,상당중학교,09378,,,504950000
5200100100,100-1,6,동해선신해운대역,09344,,,216000101
5200100100,100-1,7,한마음스포츠센터,09368,35.1805664,129.1775360,187060101
5200100100,100-1,8,대동아파트,09051,,,186190401
5200100100,100-1,9,대림1차아파트,09054,,,186190402
5200100100,100-1,10,대림3차아파트,09065,,,186210301
5200100100,100-1,11,신성아파트,09071,,,187020201
5200100100,100-1,12,한일아파트,09074,,,185840201
5200100100,100-1,13,코오롱아파트,09077,,,185830301
5200100100,100-1,14,중동역.순복음교회,09080,,,185830302
5200100100,100-1,15,건널목삼거리,09059,,,186010201
5200100100,100-1,16,해운대구청어귀삼거리,09731,,,505010000
5200100100,100-1,17,해운대도시철도역,09729,,,505020000
5200100100,100-1,18,운촌,09727,35.1604512,129.1522944,504990000
5200100100,100-1,19,동백역,09723,,,500040000
5200100100,100-1,20,부산문화여고,09721,,,500070000
5200100100,100-1,21,올림픽교차로,09719,,,500090000
5200100100,100-1,22,벡스코.시립미술관,09717,,,185300502
5200100100,100-1,23,동해선벡스코역,09715,,,185070303
5200100100,100-1,24,센텀센시빌,09713,,,184270304
5200100100,100-1,25,센텀고등학교,09711,,,184270303
5200100100,100-1,26,동해선센텀역,09709,,,184410402
5200100100,100-1,27,동부지청어귀교차로,09707,,,219150102
5200100100,100-1,28,과정교,09331,,,210210301
5200100100,100-1,29,수영강푸르지오아파트,13161,,,208630201
5200100100,100-1,30,연제예식장,13163,35.1845792,129.1099648,194380201
5200100100,100-1,31,부산소방본부.교통정보서비스센터,13148,,,193460401
5200100100,100-1,32,엘지아파트,13149,,,193470301
5200100100,100-1,33,부산경상대학교정문,13073,,,193400301
5200100100,100-1,34,부산경상대학교서문,13157,,,193400302
5200100100,100-1,35,현대아파트,13068,,,193400303
5200100100,100-1,36,연산중학교,13145,,,193440201
5200100100,100-1,37,연일시장,13154,,,193450401
5200100100,100-1,38,연산교차로,13162,,,193730201
5200100100,100-1,39,연산역.연산교차로,13704,,,505940000
5200100100,100-1,40,동해선교대역,13702,,,505770000
5200100100,100-1,41,교대역,13003,,,193350401
5200100100,100-1,42,부전교회,06142,35.1998752,129.0781952,165640401
5200100100,100-1,43,동래역,06067,,,166180401
5200100100,100-1,44,롯데백화점동래점.명륜역,06031,,,165500101
5200100100,100-1,45,동래더샵아파트,06025,,,179510301
5200100100,100-1,46,온천장,06024,,,166480101
5200100100,100-1,47,온천장역.SK허브스카이,06012,,,165400101
5200100100,100-1,48,식물원입구,11098,,,165350301
5200100100,100-1,49,금정초등학교,11092,,,175670101
5200100100,100-1,50,부산대학교후문,11089,35.2284800,129.0855040,175830201
5200100100,100-1,51,부산대학교정문,11081,,,175620102
5200100100,100-1,52,(구)장전1치안센터,11076,,,175640101
5200100100,100-1,53,장전역,11071,,,174970101
5200100100,100-1,54,까치공원,11074,,,174830201
5200100100,100-1,55,장전중앙교회,11075,,,174960301
5200100100,100-1,56,현대아파트,11079,,,174960302
5200100100,100-1,57,부산대학교정문,11085,35.2318816,129.0852224,174960303
5200100100,100-1,58,부산대학교후문,11088,,,175830301
5200100100,100-1,59,금정초등학교,11093,,,175660301
5200100100,100-1,60,식물원입구,06002,,,166140201
5200100100,100-1,61,온천장역.SK허브스카이,06011,,,165350201
5200100100,100-1,62,온천장,06023,,,165850201
5200100100,100-1,63,온천장아스타아파트,06022,,,166160301
5200100100,100-1,64,명륜역,06033,,,165510201
5200100100,100-1,65,롯데백화점동래점,06046,,,166000201
5200100100,100-1,66,동래역,06066,,,166630301
5200100100,100-1,67,내성중학교,06080,,,166170201
5200100100,100-1,68,부전교회,13714,,,165650201
5200100100,100-1,69,교대역,13701,35.1956672,129.0800512,505740000
5200100100,100-1,70,동해선교대역,13703,,,505760000
5200100100,100-1,71,연제자동차매매단지,13166,,,193330301
5200100100,100-1,72,연산역,13051,,,193420201
5200100100,100-1,73,연산교차로,13118,,,193360201
5200100100,100-1,74,연일시장,13119,,,193730101
5200100100,100-1,75,연산중학교,13144,,,193450201
5200100100,100-1,76,현대아파트,13155,,,193410101
5200100100,100-1,77,부산경상대학교서문,13072,,,193410102
5200100100,100-1,78,부산경상대학교정문,13156,35.1856768,129.1006976,193410103
5200100100,100-1,79,엘지아파트,13150,,,193470101
5200100100,100-1,80,부산소방본부.교통정보서비스센터,13158,,,193460201
5200100100,100-1,81,수영강푸르지오아파트,13159,,,194380101
5200100100,100-1,82,과정교,09332,,,184210101
5200100100,100-1,83,동부지청어귀교차로,09708,,,184750402
5200100100,100-1,84,동해선센텀역,09710,,,219150202
5200100100,100-1,85,센텀고등학교,09712,,,184420103
5200100100,100-1,86,센텀센시빌,09714,,,184420104
5200100100,100-1,87,동해선벡스코역,09716,,,184270102
5200100100,100-1,88,올림픽교차로환승센터,09718,,,185070101
5200100100,100-1,89,올림픽교차로,09720,35.1644640,129.1425792,500080000
5200100100,100-1,90,부산문화여고,09722,,,500060000
5200100100,100-1,91,동백역,09724,,,500050000
5200100100,100-1,92,운촌,09728,,,504980000
5200100100,100-1,93,해운대도시철도역,09730,,,505030000
5200100100,100-1,94,해운대구청어귀삼거리,09253,,,187180101
5200100100,100-1,95,건널목삼거리,09286,,,186000301
5200100100,100-1,96,중동역.순복음교회,09081,,,185820101
5200100100,100-1,97,코오롱아파트,09076,,,185820102
5200100100,100-1,98,한일아파트,09075,,,186310101
5200100100,100-1,99,LH뜨란채아파트,09070,,,185840301
5200100100,100-1,100,대림3차아파트,09064,35.1752288,129.1683968,187020102
5200100100,100-1,101,대림1차아파트,09055,,,186210101
5200100100,100-1,102,대동아파트,09052,,,186210102
5200100100,100-1,103,상당중학교,09378,,,504950000
5200100100,100-1,104,동해선신해운대역,09344,,,216000101
5200100100,100-1,105,한마음스포츠센터,09368,,,187060101
5200100100,100-1,106,동부아파트,09048,,,186200201
5200100100,100-1,107,동신아파트,09045,,,186200202
5200100100,100-1,108,신도시시장.아세안문화원,09039,,,186450101
5200100100,100-1,109,송정1단지주공,09011,,,186750101
5200100100,100-1,110,송정해수욕장입구(기종점),,35.1843232,129.2014976,184860103
5201001000,1001,1,청강리공영차고지,16419,35.2050784,129.2242560,517010000
5201001000,1001,2,동암후문,16098,,,197150101
5201001000,1001,3,용궁사.국립수산과학원,16069,,,197140202
5201001000,1001,4,오시리아관광단지,16300,,,216420101
5201001000,1001,5,오시리아역.국립부산과학관입구,16348,35.1985728,129.2070144,216420303
5201001000,1001,6,송정2휴먼시아,09004,,,187600302
5201001000,1001,7,송정해수욕장입구,09008,35.1767392,129.1850624,187600304
5201001000,1001,8,신도시시장.아세안문화원,09040,,,186220301
5201001000,1001,9,동부아파트,09047,,,186450402
5201001000,1001,10,대동아파트,09051,,,186190401
5201001000,1001,11,대림1차아파트,09054,,,186190402
5201001000,1001,12,좌동재래시장,09058,,,186460201
5201001000,1001,13,장산역,09060,35.1694496,129.1756928,507500000
5201001000,1001,14,이마트.중동역,09056,,,186160401
5201001000,1001,15,해운대구청어귀삼거리,09731,,,505010000
5201001000,1001,16,해운대도시철도역,09729,,,505020000
5201001000,1001,17,부산문화여고,09721,35.1629152,129.1450624,500070000
5201001000,1001,18,올림픽교차로,09719,,,500090000
5201001000,1001,19,센텀시티역.벡스코,09259,,,185100201
5201001000,1001,20,수영교차로.수영역,14046,35.1674848,129.1157376,199080301
5201001000,1001,21,광안역,14059,35.1596352,129.1134592,211460301
5201001000,1001,22,금련산역,14074,,,199880202
5201001000,1001,23,대남교차로.남천역,14087,,,199790301
5201001000,1001,24,경성대.부경대역,07006,,,199480301
5201001000,1001,25,경성대학교,07013,35.1353760,129.0943744,180750301
5201001000,1001,26,못골시장,07063,,,180640201
5201001000,1001,27,문현교차로,07047,,,179860401
5201001000,1001,28,봉생병원,03709,,,509920000
5201001000,1001,29,부산진역 (해양수산부.동구청),03711,,,509990000
5201001000,1001,30,YMCA,03713,,,509780000
5201001000,1001,31,경남여중입구,03715,,,509810000
5201001000,1001,32,초량역.초량교차로,03717,,,510140000
5201001000,1001,33,부산역,03719,35.1151936,129.0395776,509960000
5201001000,1001,34,영주동,01028,35.1102080,129.0183808,167680201
5201001000,1001,35,서대시장.동대신역,02048,,,168370301
5201001000,1001,36,괴정초등학교.대티역,10045,,,178470401
5201001000,1001,37,괴정시장.괴정역,10048,,,178240201
5201001000,1001,38,괴정자유아파트,10051,35.0992288,128.9873024,179010201
5201001000,1001,39,사하역,10063,,,178200302
5201001000,1001,40,사하구청.당리역,10070,,,188590402
5201001000,1001,41,낙동초등학교,10072,35.1100192,128.9660800,178410402
5201001000,1001,42,에덴공원,10085,,,177710502
5201001000,1001,43,동아대입구,10090,35.1122176,128.9647488,177700302
5201001000,1001,44,을숙도초등학교,10094,,,178130201
5201001000,1001,45,동아대입구,10088,,,177690201
5201001000,1001,46,에덴공원,10084,,,177690202
5201001000,1001,47,낙동초등학교,10073,35.1046944,128.9699840,178350101
5201001000,1001,48,사하구청.당리역,10068,,,178340202
5201001000,1001,49,사하역,10064,,,178090202
5201001000,1001,50,괴정자유아파트,10052,,,178200101
5201001000,1001,51,괴정시장,10032,35.1007008,128.9951360,177670102
5201001000,1001,52,괴정초등학교.대티역,10034,35.1034816,129.0024320,178230101
5201001000,1001,53,서대시장,02050,,,168280101
5201001000,1001,54,부산터널입구,02023,,,168670101
5201001000,1001,55,영주동,01029,,,167680101
5201001000,1001,56,부산역,03720,,,509950000
5201001000,1001,57,초량역.초량교차로,03718,,,510150000
5201001000,1001,58,경남여중입구,03716,,,509800000
5201001000,1001,59,YMCA,03714,35.1250976,129.0451712,509790000
5201001000,1001,60,부산진역 (해양수산부.동구청),03712,,,510000000
5201001000,1001,61,봉생병원,03710,,,509910000
5201001000,1001,62,문현교차로,07051,35.1350016,129.0876032,179810201
5201001000,1001,63,못골시장,07061,,,180950101
5201001000,1001,64,경성대학교,07014,,,180700102
5201001000,1001,65,경성대.부경대역,07007,,,180870101
5201001000,1001,66,남천역,14083,,,199790101
5201001000,1001,67,광안2동우편취급국,14072,35.1528544,129.1118720,199420102
5201001000,1001,68,광안역,14061,,,199050102
5201001000,1001,69,수영교차로.수영역,14094,35.1655872,129.1247104,200520101
5201001000,1001,70,센텀시티역.벡스코,09136,,,185130101
5201001000,1001,71,올림픽교차로,09720,,,500080000
5201001000,1001,72,부산문화여고,09722,35.1634496,129.1440128,500060000
5201001000,1001,73,해운대도시철도역,09730,,,505030000
5201001000,1001,74,해운대구청어귀삼거리,09253,35.1665920,129.1674624,187180101
5201001000,1001,75,이마트.중동역,09050,,,186900201
5201001000,1001,76,장산역.해운대문화회관,09285,,,186950301
5201001000,1001,77,좌동재래시장,09057,,,185660401
5201001000,1001,78,대림1차아파트,09055,,,186210101
5201001000,1001,79,대동아파트,09052,,,186210102
5201001000,1001,80,동부아파트,09048,35.1776288,129.1767296,186200201
5201001000,1001,81,신도시시장.아세안문화원,09039,,,186450101
5201001000,1001,82,송정해수욕장입구,09049,35.1834560,129.2009728,186750102
5201001000,1001,83,송정2휴먼시아,09005,,,184860102
5201001000,1001,84,오시리아역,16347,,,217020202
5201001000,1001,85,오시리아관광단지,16350,,,216420403
5201001000,1001,86,용궁사.국립수산과학원,16003,35.1935072,129.2194304,197160102
5201001000,1001,87,동암후문,16080,,,197140102
5201001000,1001,88,청강리공영차고지,16266,35.2241760,129.2135296,202130401
5201002000,1002,1,용당공영차고지,,,,216650101
5201002000,1002,2,편들마을,52124,,,216640201
5201002000,1002,3,북부마을,,,,208040302
5201002000,1002,4,삼용부락,52056,,,208040301
5201002000,1002,5,서창동주민센터,52057,,,207970301
5201002000,1002,6,농협중앙회웅상지점,52103,,,207900201
5201002000,1002,7,신원아침도시,52105,,,207920202
5201002000,1002,8,양산영어도서관,52071,,,207860201
5201002000,1002,9,소남마을,52073,,,207860202
5201002000,1002,10,소남다리.아이존빌,52074,,,207870302
5201002000,1002,11,천성리버타운후문,52075,,,207870301
5201002000,1002,12,천성리버타운정문,52076,,,207870303
5201002000,1002,13,성모병원앞 교차로,52062,,,207950201
5201002000,1002,14,명동마을,52043,,,207890201
5201002000,1002,15,웅상문화체육센터입구,52041,,,207890202
5201002000,1002,16,양산롯데캐슬,,,,216350102
5201002000,1002,17,주진마을,52040,35.3923072,129.1584512,207890203
5201002000,1002,18,웅상도서관,52083,,,207890204
5201002000,1002,19,혜인병원,52037,,,207890205
5201002000,1002,20,신명마을,52035,,,207890206
5201002000,1002,21,덕계마을.덕계다리,52028,,,207960201
5201002000,1002,22,덕계사거리,52025,,,207850201
5201002000,1002,23,덕계메가마트,52024,,,207830201
5201002000,1002,24,동일2차아파트,52022,,,207800201
5201002000,1002,25,덕계상설시장,52019,,,207780201
5201002000,1002,26,월평고개,16191,,,207760201
5201002000,1002,27,월평교차로,16198,,,202990301
5201002000,1002,28,창기마을,52007,35.3343744,129.1227008,207740201
5201002000,1002,29,부산종합터미널.노포역,11006,,,209010201
5201002000,1002,30,범어사역,11010,,,174130201
5201002000,1002,31,팔송,11022,,,174550301
5201002000,1002,32,남산역,11033,35.2607776,129.0913792,173990301
5201002000,1002,33,두실역,11045,,,174070301
5201002000,1002,34,태광산업(구서역),11058,,,174170201
5201002000,1002,35,금정구청.부산가톨릭대,11068,,,174230301
5201002000,1002,36,윤산터널입구,11070,,,175400201
5201002000,1002,37,금정세무서,11172,,,175610201
5201002000,1002,38,부곡시장,11109,,,175600301
5201002000,1002,39,부곡4동행정복지센터.온천장역,11106,,,175090301
5201002000,1002,40,동래구노인복지관,06037,35.2081856,129.0821120,165390404
5201002000,1002,41,동래전화국,06071,,,165730101
5201002000,1002,42,동래시장,06712,,,502470000
5201002000,1002,43,낙민역.동래고등학교,06710,,,502450000
5201002000,1002,44,동래한전,06706,,,166880201
5201002000,1002,45,원동IC교차로,09702,,,184220202
5201002000,1002,46,해운대경찰서,09706,,,184730203
5201002000,1002,47,동해선센텀역,09710,,,219150202
5201002000,1002,48,센텀센시빌,09714,,,184420104
5201002000,1002,49,동해선벡스코역,09143,35.1718816,129.1333504,184270101
