locallow_nm,노드ID,정류소명
영도구,170410101,강남병원
영도구,170410201,강남병원
영도구,170410301,강남병원
영도구,170410302,탑마트
영도구,170410401,강남병원
영도구,170430101,신선동행정복지센터
영도구,170430301,명신교회
영도구,170440101,남도여중
영도구,170440201,신선동행정복지센터
영도구,170460501,중복도로입구
영도구,170510501,신선초등학교입구
영도구,170540101,신선영광아파트
영도구,170540301,신선초등학교입구
영도구,170550101,샛별아파트
영도구,170550201,신선영광아파트
영도구,170560101,금잔디길삼거리
영도구,170560201,샛별아파트
영도구,170570101,신선아파트
영도구,170570201,금잔디길삼거리
영도구,170580101,매일유업
영도구,170580201,신선아파트
영도구,170590101,산제당입구
영도구,170590201,매일유업
영도구,170600101,형제슈퍼
영도구,170600201,산제당입구
영도구,170610201,형제슈퍼
영도구,170610301,영도배수지
영도구,170660301,영도배수지입구
영도구,170660401,삼거리슈퍼
영도구,170660501,영도배수지
영도구,170790301,월광슈퍼
영도구,170820101,복지회관
영도구,170820102,북천사
영도구,170860101,신선초등학교
영도구,170880401,대원아파트
영도구,170910101,조양아파트
영도구,170920301,해동중학교
영도구,170920302,체육고등학교
영도구,170930101,청학성당
영도구,170930102,부산은행
영도구,170930103,청학성당
영도구,170940101,청학시장
영도구,170940102,청학고개
영도구,170940301,청학고개
영도구,170940302,영월사
영도구,170940303,봉래2동마을건강센터
영도구,170950201,영광아파트
영도구,170950202,황토탕
영도구,170950301,영광아파트
영도구,170950302,시영아파트
영도구,170950304,시영아파트후문
영도구,170950305,청학동공영주차장
영도구,170960301,동삼삼거리
영도구,170970201,송강중공업
영도구,170970301,국제크루즈터미널입구
영도구,170980301,청학동부산은행
영도구,170980302,청학동부산은행
영도구,170990101,영도구청
영도구,170990102,동삼주공아파트입구
영도구,170990103,동삼주공아파트입구
영도구,170990104,영도구청
영도구,170990201,영도구청
영도구,171000201,미주아파트
영도구,171000202,성일하우징
영도구,171000302,청학주유소
영도구,171010101,청학초등학교사거리
영도구,171010102,청학동시장
영도구,171010301,청학초등학교
영도구,171010302,청학2동
영도구,171010401,청학시장
영도구,171020101,국민은행
영도구,171040101,태종대
영도구,171050101,태종대초등학교
영도구,171050102,하리
영도구,171050201,태종대초등학교
영도구,171050202,태종대.태종대온천
영도구,171060101,해양대승선생활관
영도구,171060201,하리
영도구,171060301,해양대삼거리.동삼동패총전시관
영도구,171060302,에일린의뜰2단지아파트
영도구,171060401,한국해양대.부산해사고
영도구,171070201,영도여고
영도구,171070202,체육고등학교
영도구,171070301,절영복지회관
영도구,171070302,영도여고
영도구,171070303,반도보라비치타운아파트
영도구,171080101,반도보라비치타운아파트
영도구,171080102,절영복지회관
영도구,171080201,함지그린아파트
영도구,171080302,75광장
영도구,171100101,영도여자고등학교
영도구,171100102,푸른어린이공원
영도구,171100301,봉삼초등학교
영도구,171100302,와치종합사회복지관
영도구,171110401,영도여자고등학교
영도구,171110402,푸른어린이공원
영도구,171120201,영도교회
영도구,171130101,동삼혁신지구입구.동삼교회
영도구,171130201,동삼국민은행앞교차로
영도구,171130202,동삼혁신지구입구
영도구,171130301,영도교회
영도구,171140101,동삼1동행정복지센터
영도구,171140201,절영아파트
영도구,171150201,봉삼초등학교
영도구,171150202,와치종합사회복지관
영도구,171150301,고신대학
영도구,171150302,고신대학교정문
영도구,171170401,국제크루즈터미널입구
영도구,171170402,아르떼뮤지엄·미창석유
영도구,171180101,동삼초등학교
영도구,171190201,동삼국민은행앞교차로
영도구,171190301,삼창파크맨션
영도구,171190302,KT동삼빌딩
영도구,171190303,부산전신전화국
영도구,171190304,삼창파크맨션
영도구,171190305,탑마트
영도구,171190401,국민은행
영도구,171200101,동삼삼거리
영도구,171200201,상리종합사회복지관
영도구,171200202,상리종합사회복지관
영도구,171210101,관리사무소
영도구,171210102,나상가
영도구,171210103,동삼그린힐아파트
영도구,171210201,동삼3동행정복지센터
영도구,171210202,동삼3동주민센터
영도구,171220101,상리종합사회복지관
영도구,171220102,상리종합사회복지관
영도구,171220201,동삼3동행정복지센터
영도구,171220202,동삼3동주민센터
영도구,171230101,고신대학
영도구,171230102,절영아파트
영도구,171230103,고신대학교정문
영도구,171230201,고신대3강의동
영도구,171230202,광명고교
영도구,171230203,고신대학교후문
영도구,171230204,밤나무집
영도구,171240201,청학2동
영도구,171240202,청학초등학교
영도구,171240203,82번종점
영도구,171240204,청학초등학교
영도구,171260201,해양대승선생활관
영도구,171280101,롯데캐슬블루오션
영도구,171280102,부산전신전화국
영도구,171280301,조양아파트
영도구,171280401,중리초등학교
영도구,171280402,중리초등학교
영도구,171290101,에덴금호아파트
영도구,171290102,해양대삼거리.동삼동패총전시관
영도구,171300101,벽산비치타운
영도구,171300102,동삼중학교
영도구,171300103,절영로사거리
영도구,171310101,중리초등학교
영도구,171310102,중리초등학교
영도구,171310301,동삼1동행정복지센터
영도구,171310302,벽산비치타운
영도구,171310303,절영로사거리
영도구,171310304,동삼중학교
영도구,171320201,영도중리
영도구,171330201,영도중리
영도구,171330202,영도중리
영도구,171330301,함지그린아파트
영도구,171350101,75광장
영도구,171350201,함지골수련원
영도구,171350202,백련사
영도구,171360101,광명고등학교
영도구,171360201,광명고교
영도구,171360202,고신대3강의동
영도구,171360203,고신대학교후문
영도구,171360204,밤나무집
영도구,171370201,광명고등학교
영도구,171370301,남부여객(종점)
영도구,171370302,(구)쌍용자동차학원
영도구,171370303,쌍용자동차학원
영도구,171370304,원우아파트
영도구,171380201,(구)쌍용자동차학원
영도구,171380202,남부여객(종점)
영도구,171380203,쌍용자동차학원
영도구,171380204,원우아파트
영도구,171390101,롯데낙천대
영도구,171390201,롯데낙천대아파트입구
영도구,171400201,롯데낙천대아파트입구
영도구,171400301,롯데낙천대아파트후문
영도구,171410201,일신마리나아파트
영도구,171410202,롯데낙천대아파트삼거리
영도구,171420201,롯데낙천대
영도구,171430101,(구)해사고
영도구,171430301,해양경찰청교육센터
영도구,171440101,해양경찰청교육센터
영도구,171440301,(구)해사고
영도구,171460301,황토탕
영도구,171470201,황토탕
영도구,171470301,삼신아파트
영도구,171470302,영광아파트
영도구,171470303,황토탕
영도구,171480101,나상가
영도구,171480102,관리사무소
영도구,171480103,동삼그린힐아파트
영도구,171480104,동삼그린힐상가
영도구,171500101,오성할인마트
영도구,171500401,롯데낙천대아파트정문
영도구,171550301,빅마트슈퍼
영도구,171550302,수정방앗간
영도구,171570301,자비유치원
영도구,171580101,영도자동차학원
영도구,171580301,일신마리나아파트
영도구,171590201,광명고등학교후문
영도구,171600101,동삼그린힐아파트
영도구,171620101,백련사
영도구,171620102,함지골수련원
영도구,171620201,영선아파트
영도구,171630101,영도경찰서
영도구,171630102,영도경찰서
영도구,171650101,해양대대학본부
영도구,171650102,해양대해사대학관
영도구,171650103,해양대구본관
영도구,171650201,해양대방파제입구
부산진구,171660101,LG디스커버리랩
부산진구,171660102,LG디스커버리랩
부산진구,171660103,세동한신아파트
부산진구,171660201,성곡시장
부산진구,171660301,성곡시장
부산진구,171660302,삼광사입구
부산진구,171660303,어린이대공원입구
부산진구,171670101,창곡종합시장
부산진구,171670201,성곡시장
부산진구,171670301,연학초등학교
부산진구,171680201,어린이대공원
부산진구,171680202,초연중학교
부산진구,171690101,어린이대공원
부산진구,171690102,어린이대공원
부산진구,171690201,어린이대공원
부산진구,171690301,어린이대공원입구
부산진구,171690302,삼광사입구
부산진구,171690303,성곡시장입구
부산진구,171690304,성곡시장
부산진구,171690401,어린이대공원
부산진구,171690402,초연중학교
부산진구,171700104,초읍삼거리
부산진구,171710201,부산진고교
부산진구,171710202,연지한신타워
부산진구,171710301,초읍초등학교
부산진구,171710302,시민도서관
부산진구,171720201,래미안어반파크
부산진구,171720202,국립부산국악원
부산진구,171720301,연지청구아파트
부산진구,171720302,부산진고교
부산진구,171730101,초읍삼거리
부산진구,171730102,시민도서관
연제구,171730103,초읍고개
연제구,171730104,개인택시조합
부산진구,171730105,시민도서관
연제구,171730106,초읍고개
연제구,171730107,개인택시조합
부산진구,171730301,초읍삼거리
연제구,171730401,연제공용버스차고지
부산진구,171760201,동원초등학교
부산진구,171760202,용사촌입구
부산진구,171760301,선암사입구
부산진구,171760302,백양가족공원
부산진구,171790301,부산진구생활문화센터
부산진구,171800101,미진마트
부산진구,171800102,가야1치안센터
부산진구,171800103,가야1치안센터
부산진구,171800104,미진마트
부산진구,171850201,부암교차로
부산진구,171850202,부암교차로
부산진구,171860201,삼부아파트
부산진구,171860202,삼부아파트
부산진구,171860301,메리움아파트
부산진구,171860401,부암초등학교
부산진구,171870201,부산진구청정문
부산진구,171870301,일성아파트
부산진구,171880201,부암삼성래미안
부산진구,171890101,협성피닉스
부산진구,171900301,가야1치안센터
부산진구,171900302,미진마트
부산진구,171900303,가야1치안센터
부산진구,171900304,미진마트
부산진구,171920101,개금주공아파트
부산진구,171930101,백양로교회앞
부산진구,171930102,백양로교회
부산진구,171940301,개금주공아파트
부산진구,171940302,개포초등학교
부산진구,171940401,개금주공아파트
부산진구,171950101,개포초등학교
부산진구,171950102,개금주공아파트
부산진구,171950301,개포초등학교
부산진구,171960201,부산진구청
부산진구,171960202,부산진구청.시민공원남문
부산진구,171960301,부산진구청
부산진구,171960401,부산진구청.시민공원남1문
부산진구,171960402,부산진구청.시민공원남문
부산진구,171970101,부산정중앙공원·백양산롯데캐슬
부산진구,171980301,부산정중앙공원·백양산롯데캐슬
부산진구,172020101,가야공원입구
부산진구,172020401,진성아파트
부산진구,172030301,벽산아파트
부산진구,172050201,한국신발관
부산진구,172050202,한국신발관
부산진구,172060101,개금3동행복문화센터
부산진구,172060301,신개금엘지아파트
부산진구,172060302,신개금LG아파트
부산진구,172060401,개금3동행복문화센터
부산진구,172070101,한국신발관
부산진구,172070201,개금3동행복문화센터
부산진구,172080101,부암역
부산진구,172080201,CBS방송국
부산진구,172100101,연지일동아파트
부산진구,172100201,부암교차로
부산진구,172100202,부암교차로
부산진구,172100301,부암교차로
부산진구,172100302,부암교차로
부산진구,172100401,부암고가교
부산진구,172100402,부암고가교
부산진구,172100501,부산시설공단
부산진구,172100502,부산시설공단
부산진구,172110301,개금골목시장
부산진구,172110302,가야2동새마을금고
부산진구,172110303,(구)개금1치안센터
부산진구,172110401,가야지구대
부산진구,172120101,개금역
부산진구,172120102,개금변전소
부산진구,172120103,개금역
부산진구,172120201,개금골목시장
부산진구,172120202,(구)개금1치안센터
부산진구,172120203,가야2동새마을금고
부산진구,172130101,당감시장
부산진구,172140101,백양맨션
부산진구,172140301,청수탕
부산진구,172140501,용사촌입구
부산진구,172140502,동원초등학교
부산진구,172160301,태우선파크APT
부산진구,172160401,당감백산아파트
부산진구,172160402,개성고등학교
부산진구,172170201,개포초등학교
부산진구,172170301,개원초등학교
부산진구,172170302,개금종합사회복지관
부산진구,172170303,개금우드빌
부산진구,172170304,동원화인아파트
부산진구,172170305,삼환아파트
부산진구,172170306,우성상가
부산진구,172170307,한진아파트
부산진구,172180201,화인아파트
부산진구,172180302,개금종합사회복지관.도개공아파트
부산진구,172180303,개금우드빌
부산진구,172180304,동원화인아파트
부산진구,172180305,삼환아파트
부산진구,172180306,우성상가
부산진구,172180307,한진아파트
부산진구,172180401,국제백양아파트
부산진구,172180402,개원초등학교
부산진구,172180403,한국과학영재학교
부산진구,172180404,국제백양아파트앞
부산진구,172220101,태을의원
부산진구,172220102,태을의원
부산진구,172220301,개성고등학교입구
부산진구,172220302,당감주유소
부산진구,172240101,진양교차로
부산진구,172240102,진양교차로
부산진구,172250101,당감1치안센터
부산진구,172270301,백병원입구
부산진구,172270302,개금시장
부산진구,172270303,개금시장
부산진구,172270304,백병원입구
부산진구,172280101,부산백병원
부산진구,172280102,성황리마트
부산진구,172280301,부산백병원
부산진구,172300101,신개금엘지아파트
부산진구,172300102,신개금LG아파트
사상구,172300201,신주례엘지아파트
사상구,172300202,신주례LG1차아파트106동
부산진구,172310101,개금역.개금초등학교
부산진구,172310102,개금역.개금초등학교
부산진구,172310301,개금역
부산진구,172310302,개금변전소
부산진구,172310303,개금역
부산진구,172340101,부암초등학교
부산진구,172340301,진양교차로
부산진구,172340302,당감1치안센터
부산진구,172340303,진양교차로
부산진구,172360101,개성고등학교입구
부산진구,172360102,당감주유소
부산진구,172360301,백양로교회앞
부산진구,172360302,백양로교회
부산진구,172360401,태우선파크APT
부산진구,172370101,부암새고개
부산진구,172370102,동원아파트
부산진구,172370103,부암동원맨션
부산진구,172370104,부암새고개
부산진구,172370301,당감시장
부산진구,172370302,당감사거리
부산진구,172370303,당감사거리
부산진구,172370304,당감시장
부산진구,172370401,당감시장
부산진구,172370402,동평유치원
부산진구,172410202,당감동일스위트
부산진구,172410203,부산국제중고등학교
부산진구,172410301,백양터널
부산진구,172430201,반도아파트
부산진구,172440302,동의대역
부산진구,172440401,동의대역
부산진구,172450301,부산진구생활문화센터
부산진구,172470401,청수탕
부산진구,172480101,부산시민공원
부산진구,172480201,연지일동아파트
부산진구,172480301,래미안어반파크
부산진구,172480302,국립부산국악원
부산진구,172500201,부암고가교
부산진구,172500202,부암고가교
부산진구,172500301,동원아파트.협성휴포레
부산진구,172500302,부암새고개
부산진구,172500303,부암동원맨션
부산진구,172500304,미주아파트
부산진구,172500305,부암새고개
부산진구,172520101,수정터널
부산진구,172520201,가야여중
부산진구,172520202,가야여자중학교
부산진구,172520301,동의대학교도서관
부산진구,172520302,동의대학교본관
부산진구,172520303,동의대학교입구
부산진구,172520304,동의대학교자연대학
부산진구,172520401,가야고교
부산진구,172530101,CBS방송국
부산진구,172530201,범천건강문화센터
부산진구,172530202,선암초등학교
부산진구,172540201,약수터입구
부산진구,172540301,범천건강문화센터
부산진구,172540302,선암초등학교
부산진구,172550101,가야고교
부산진구,172550102,동의대학교입구
부산진구,172550201,가야공원입구
부산진구,172560101,당평초등학교
부산진구,172560201,당감3동우체국
부산진구,172570101,당감사거리
부산진구,172570102,당감시장
부산진구,172570103,당감사거리
부산진구,172570104,당감시장
부산진구,172570201,당감초등학교
부산진구,172570301,당감4동
부산진구,172570302,태을의원
부산진구,172570401,부암삼성래미안
부산진구,172580101,백양가족공원
부산진구,172580102,선암사입구
부산진구,172580201,백양뜨란채아파트
부산진구,172580301,당감4동우체국
부산진구,172590101,당감4동우체국
부산진구,172600101,국제프라자아파트
부산진구,172600102,국제프라자아파트
부산진구,172600103,한국과학영재학교
부산진구,172610301,백양뜨란채아파트
부산진구,172620101,부산시민공원남문
부산진구,172620102,부산진중학교
부산진구,172630101,부암역.당감입구
부산진구,172640101,부산글로벌빌리지
부산진구,172640401,부암역.당감입구
부산진구,172650301,당감초등학교
부산진구,172660201,당평초등학교
부산진구,172690201,가야지구대
부산진구,172700101,신암
부산진구,172710101,약수터입구
부산진구,172710201,서호정사
부산진구,172710202,호천마을입구
부산진구,172710203,안창삼거리
부산진구,172730201,가야여중
부산진구,172730202,동의대학교입구
부산진구,172730203,가야여자중학교
부산진구,172750201,당감주공아파트
부산진구,172780101,당감동
부산진구,172790201,주례여자고등학교
부산진구,172790202,개금현대아파트
부산진구,172830101,개금시영아파트
부산진구,172860301,동남여객차고지(종점)
부산진구,172860302,동남여객차고지
부산진구,172900201,가남시장
부산진구,172900202,가남시장
부산진구,172910201,가남시장
부산진구,172910202,가남시장
사상구,172930101,주례여자고등학교
부산진구,172940201,주례여자고등학교
사상구,172950201,동서대입구
사상구,172950202,동서대학교
부산진구,173000101,덕인빌라
부산진구,173010301,개금반도보라아파트
부산진구,173030201,덕인빌라
부산진구,173090202,부산학생교육문화회관
부산진구,173090301,대림아파트
부산진구,173100101,부산학생교육문화회관
부산진구,173110201,어린이대공원
부산진구,173130301,개금역.개금초등학교
부산진구,173130302,개금역.개금초등학교
부산진구,173150202,개금삼거리
부산진구,173310101,동남여객차고지(종점)
부산진구,173310102,동남여객차고지
사하구,173390201,당리역
사하구,173410201,구평고물상
사하구,173420101,동원로얄아파트입구
사하구,173460201,풍조식품
사하구,173480101,동원로얄듀크아파트
사하구,173480201,동원로얄아파트
사하구,173490101,동원로얄아파트
사하구,173490301,동원로얄듀크101동앞
금정구,173580103,임석
금정구,173580104,수반
금정구,173580105,다움병원
금정구,173580106,중리.공덕초등학교
금정구,173620301,건설안전시험사업소
금정구,173630101,회동석대산단
금정구,173640301,회동동
금정구,173700201,금단마을
금정구,173700202,브니엘고등학교
금정구,173700203,금단마을
금정구,173700204,브니엘고등학교
금정구,173720101,브니엘고등학교
금정구,173720102,금단마을
금정구,173720103,브니엘고등학교
금정구,173720104,금단마을
금정구,173720201,동래초등학교
금정구,173720202,태평양아파트
금정구,173720203,동래초등학교
금정구,173730201,지장암
금정구,173740201,경동아파트
금정구,173750201,범어사매표소
금정구,173750202,범어사주차장
금정구,173770201,상마마을.범어사박물관
금정구,173800101,하마마을
금정구,173830101,어린이놀이터
금정구,173830201,남산동.요산문학관
금정구,173830202,한아름빌라
금정구,173830203,금샘초등학교
금정구,173840202,성불사입구
금정구,173850201,범어사입구사거리
금정구,173860101,수원지마을
금정구,173860201,수원지마을
금정구,173870101,분도농원
금정구,173870102,주말농장
금정구,173900201,금성동행정복지센터
금정구,173900202,산성공해마을3동
금정구,173900301,금성동행정복지센터
금정구,173900302,서울슈퍼
금정구,173910101,금성동주민센터
금정구,173910102,서울슈퍼
금정구,173910201,죽전마을
금정구,173910202,서울슈퍼
금정구,173910303,마을회관
금정구,173950302,금정체육공원
금정구,173960302,함몰마을
금정구,173970102,금정체육공원
금정구,173990301,남산역
금정구,174070101,남산프라자
금정구,174070301,두실역
금정구,174110201,남산동새벽시장
금정구,174110202,남산고등학교입구
금정구,174110301,남산동농협
금정구,174120301,범어사역
금정구,174120302,범어사역
금정구,174130201,범어사역
금정구,174140101,노포삼거리
금정구,174160301,서금지구대.금사역
금정구,174170201,태광산업(구서역)
금정구,174170401,태광산업.구서역
금정구,174180201,태광산업.구서역
금정구,174180301,행림병원
금정구,174200201,구서역
금정구,174220201,금양초등학교
금정구,174230301,금정구청.부산가톨릭대
금정구,174230302,금정구청
금정구,174240101,GS25금정구청점
금정구,174250101,초원맨션
금정구,174250201,부곡3동행정복지센터.금샘도서관
금정구,174290201,구서역3번출구
금정구,174290302,이마트
금정구,174300101,부산정보관광고
금정구,174300201,동현초등학교
금정구,174310301,부산정보관광고
금정구,174320301,부산대역
금정구,174320301,부산대역
금정구,174330101,부곡대우아파트
금정구,174330201,부산대역
금정구,174330401,대우아파트후문
금정구,174360201,부곡여자중학교
금정구,174360401,동현초등학교
금정구,174370201,동해중학교
금정구,174370202,부곡4동행정복지센터.온천장역
금정구,174370203,동해중학교
금정구,174390201,서1동새마을금고
금정구,174390202,책마을보드랑 작은도서관
금정구,174390203,서동미로시장
금정구,174390204,서동고개
금정구,174390301,서동고개
금정구,174390302,내성고등학교
금정구,174390303,동현초등학교
금정구,174400103,금정여자고등학교
금정구,174400104,서동시장
금정구,174400203,서동
금정구,174420201,한신아파트
금정구,174420401,장전역2번출구
금정구,174430501,장전역4번출구
금정구,174440201,서동역
금정구,174450101,금사입구
금정구,174450201,금사입구
금정구,174460201,서2동새마을금고
금정구,174470201,세웅병원후문
금정구,174470202,세웅병원후문
금정구,174540101,두실역
금정구,174540201,행림병원
금정구,174540202,금정이마트
금정구,174550201,영락공원
금정구,174550202,금정도서관
금정구,174550203,제3영락원
금정구,174550301,팔송
금정구,174550302,범어사역
금정구,174570101,노포삼거리
금정구,174570201,노포삼거리
금정구,174580101,서금지구대.금사역
금정구,174580201,대우아파트
해운대구,174580202,우신아파트
해운대구,174580203,센텀SD아파트후문
해운대구,174580204,센텀SD아파트정문
해운대구,174580205,센텀강변현대아파트
해운대구,174580206,벽산한솔타운
금정구,174580401,석대.금사자동차학원
금정구,174580501,금사역
금정구,174590101,금사전화국
금정구,174590201,금사전화국
금정구,174600101,부곡늘푸른아파트117동
금정구,174600301,부곡여자중학교
금정구,174610101,BMC아파트121동
금정구,174610102,BMC아파트120동
금정구,174610201,부곡늘푸른아파트117동
금정구,174620101,BMC아파트121동
금정구,174620102,BMC아파트120동
금정구,174620201,뉴그린108동
금정구,174630101,금정산SK뷰
동래구,174630202,금강공원
동래구,174630204,온천119안전센터
동래구,174630205,해양자연사박물관
금정구,174630301,식물원
금정구,174660201,경남한신아파트
금정구,174660301,부곡한신아파트
금정구,174670101,경남한신아파트
금정구,174680101,회동동
금정구,174680301,회동본동
금정구,174690201,석대.금사자동차학원
금정구,174690401,금사공단.금사동탑마트
금정구,174700401,라이프타운
금정구,174710103,선두구동행정복지센터
금정구,174710104,조리
금정구,174710105,조리경로당
금정구,174710203,임석
금정구,174710204,중리.공덕초등학교
금정구,174710205,다움병원
금정구,174710206,수반
금정구,174770101,범어사입구
금정구,174770301,어린이놀이터
금정구,174780301,남산동농협
금정구,174790101,남산성당
금정구,174790102,부산외국어대학교
금정구,174790401,부산과학고등학교
금정구,174810101,광명사
금정구,174810102,양로원
금정구,174810301,식물원
금정구,174820101,금성동주민센터
금정구,174820102,산성공해마을3동
금정구,174820201,공해부락
금정구,174820202,산성공해마을
금정구,174830201,까치공원
금정구,174830401,장전초등학교
금정구,174830402,금정산쌍용예가.구서SK뷰
금정구,174850201,남산동럭키아파트
금정구,174850401,남산고등학교입구
금정구,174850402,남산동새벽시장
금정구,174860101,남산초등학교
금정구,174860102,남산동럭키아파트
금정구,174860301,선경3차아파트
금정구,174860401,남산119안전센터
금정구,174870203,조리
금정구,174870204,조리경로당
금정구,174870205,선두구동행정복지센터
금정구,174880301,영락공원
금정구,174880302,제3영락원
금정구,174880303,금정도서관
금정구,174890201,남산고교
금정구,174890202,부산외국어대학교
금정구,174890301,금샘초등학교
금정구,174890302,남산고교
금정구,174890303,남산동.요산문학관
금정구,174890304,한아름빌라
금정구,174910101,롯데캐슬정문
금정구,174910102,롯데캐슬입구
금정구,174910103,롯데캐슬정문
금정구,174910104,롯데캐슬입구
금정구,174910301,신동아아파트
금정구,174920103,이마트
금정구,174920201,구서역.구서시장
금정구,174920401,롯데캐슬입구
금정구,174920402,롯데캐슬정문
금정구,174920403,롯데캐슬입구
금정구,174920404,롯데캐슬정문
금정구,174940101,서2동새마을금고
금정구,174940102,초원마트
동래구,174940201,명장2치안센터
동래구,174940202,동남아파트
동래구,174940203,협진아파트
금정구,174960301,장전중앙교회
금정구,174960302,현대아파트
금정구,174960303,부산대학교정문
금정구,174970101,장전역
금정구,174970301,(구)장전1치안센터
금정구,175010101,금정세무서
동래구,175060301,협진태양맨션
금정구,175070101,금정초등학교
금정구,175080201,온천장역
금정구,175080301,래미안장전남문
금정구,175090301,부곡4동행정복지센터.온천장역
금정구,175100301,온천입구
금정구,175100302,동해중학교
금정구,175110101,금사시장
금정구,175110102,금사시장
금정구,175110103,파크랜드
금정구,175110202,금사공단.금사동탑마트
금정구,175120201,금사중학교
금정구,175120202,금사회동동행정복지센터
금정구,175130101,태광인력개발원
금정구,175130102,우성아파트3동
금정구,175150301,두구동 입구
금정구,175150302,두구동 입구
금정구,175210201,신동아아파트
금정구,175210202,신동아아파트
금정구,175210203,선경1차우성아파트
금정구,175210401,선경3차아파트
금정구,175220101,금정체육공원입구
금정구,175220102,부산컨트리입구
금정구,175240101,침례병원.남산역
금정구,175250301,침례병원.남산역
금정구,175290201,범어사입구
금정구,175290202,비아이마트
금정구,175290301,범어사입구
금정구,175290401,범어사입구사거리
금정구,175300101,부산산업보건센터
금정구,175320101,두구동 입구
금정구,175320102,두구동 입구
금정구,175320301,금정체육공원입구
금정구,175320302,부산컨트리입구
금정구,175330201,선두구동목욕탕
금정구,175340101,신천
금정구,175360201,장전역
금정구,175380302,구서1동행정복지센터
금정구,175400101,윤산터널입구
금정구,175400201,윤산터널입구
금정구,175400202,윤산터널 입구
금정구,175400302,윤산터널 입구
금정구,175420101,금정문화회관
금정구,175420103,동래여자고등학교
금정구,175420202,GS25금정구청점
금정구,175440102,구서역2번출구
금정구,175440201,구서역
금정구,175450301,구서역
금정구,175470101,구서1동행정복지센터
금정구,175470102,구서역.구서시장
금정구,175470301,금정산쌍용예가.구서SK뷰
금정구,175470302,장전초등학교
금정구,175480101,동래초등학교
금정구,175480102,태평양아파트
금정구,175480103,동래초등학교
금정구,175480302,금정문화회관
금정구,175480304,동래여자고등학교
금정구,175480305,금정문화회관
금정구,175490101,동상초등학교.서동역
동래구,175490201,협진태양맨션
금정구,175490301,서동입구
금정구,175510201,내성고등학교
금정구,175510202,동현초등학교
금정구,175520201,금사중학입구
금정구,175530301,금사시장
금정구,175530302,기업은행
금정구,175530303,금사회동동행정복지센터
금정구,175540201,중소기업은행
금정구,175540301,누가병원
금정구,175550201,세웅병원
금정구,175550202,세웅병원정문
금정구,175550203,서동농협
금정구,175560301,부산은행
금정구,175570201,부산예원고등학교
금정구,175570202,부산예원고등학교(온천장방향)
금정구,175600301,부곡시장
금정구,175610201,금정세무서
금정구,175610401,금정세무서
금정구,175620101,부산대학교정문
금정구,175620102,부산대학교정문
금정구,175620201,부산대역
금정구,175620401,부산은행
금정구,175630101,부산대앞부산은행
금정구,175630301,금정초등학교
금정구,175640101,(구)장전1치안센터
금정구,175640201,부산대학교정문
금정구,175660301,금정초등학교
금정구,175670101,금정초등학교
금정구,175680201,우신아파트
금정구,175680301,한신아파트
금정구,175690101,우신아파트
금정구,175690301,대우아파트후문
금정구,175700301,욱성화학(주)
금정구,175710101,부산대역
금정구,175730301,온천장역
금정구,175740201,서동
금정구,175740301,뉴그린108동
금정구,175750101,서동교회
금정구,175750102,금사중학교
금정구,175750103,금샘고등학교
금정구,175750104,부산경호고등학교
금정구,175750201,서3동행정복지센터
금정구,175760303,금정여자고등학교
금정구,175760304,서동시장
금정구,175760305,제일요양병원
금정구,175770101,서3동행정복지센터
금정구,175780301,부산대학교정문
금정구,175780302,장전동우체국
금정구,175780401,부산대정문
금정구,175790101,부산대정문
금정구,175810401,부산대역.부곡대우아파트
금정구,175830201,부산대학교후문
금정구,175830202,부산대후문
금정구,175830203,신한은행
금정구,175830301,부산대학교후문
금정구,175850301,서동미로시장
금정구,175850302,서1동새마을금고
금정구,175860201,누가병원
금정구,175860301,현대맨션
금정구,175870101,부산산림교육센터
금정구,175870102,현대맨션
금정구,175870301,부산산림교육센터
금정구,175880101,회동본동
금정구,175890201,평화탕
금정구,175930301,금정산SK뷰
금정구,176140101,상현마을입구
금정구,176140102,회동수원지입구
금정구,176140103,선동상현마을
금정구,176170101,하정리
금정구,176170102,하정리입구
금정구,176180201,하정리
금정구,176180202,하정리입구
금정구,176190201,부곡3동행정복지센터.금샘도서관
금정구,176200101,신학대학교.하하캠퍼스
금정구,176220201,신학대학교.하하캠퍼스
금정구,176230101,지산고등학교
금정구,176240201,지산고등학교
금정구,176250101,부산가톨릭대학교
금정구,176250102,부산가톨릭대학교간호대학
금정구,176260101,오륜대순교자성지.박물관
금정구,176260201,부산가톨릭대학교간호대학
금정구,176260202,부산가톨릭대학교
금정구,176270201,오륜대순교자성지.박물관
금정구,176280101,"새동네, 부산오륜학교"
금정구,176290201,"새동네, 부산오륜학교"
금정구,176310101,연꽃못
금정구,176310102,회동수변산책로.황톳길
금정구,176310103,임지아뜰리에.복자수녀원
금정구,176320101,오륜본동마을
금정구,176320201,회동수변산책로.황톳길
금정구,176320202,임지아뜰리에.복자수녀원
금정구,176320203,연꽃못
금정구,176320204,주말농장
금정구,176320205,분도농원
금정구,176360102,윤산터널 입구
금정구,176370101,정원맨션
금정구,176380101,금정구청.부산가톨릭대
금정구,176380102,금정구청
금정구,176420101,생활과학관
금정구,176450201,부산대예술관
금정구,176450301,중앙도서관.화학관
금정구,176460301,부산대본관
금정구,176470201,부산대문창회관
금정구,176480201,부산대문창회관
금정구,176490201,새벽벌도서관.상남국제회관
금정구,176500101,새벽벌도서관.상남국제회관
