정류소명,지나는버스노선수,노선별 운행정보
부산역,31,1001번 [평일 12분 / 출퇴근 11분 / 휴일 12분 / 첫차 04:30 / 막차 22:00] | 1003번 [평일 11분 / 출퇴근 8분 / 휴일 13분 / 첫차 04:20 / 막차 22:20] | 1003-F번 [평일 20분 / 출퇴근 20분 / 휴일 20분 / 첫차 22:40 / 막차 23:45] | 1004번 [평일 33분 / 출퇴근 31분 / 휴일 37분 / 첫차 04:50 / 막차 21:40] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 101번 [평일 13분 / 출퇴근 8분 / 휴일 17분 / 첫차 04:45 / 막차 22:15] | 103번 [평일 12분 / 출퇴근 8분 / 휴일 14분 / 첫차 05:00 / 막차 22:00] | 134번 [평일 10분 / 출퇴근 10분 / 휴일 13분 / 첫차 04:50 / 막차 22:30] | 167번 [평일 12분 / 출퇴근 12분 / 휴일 15분 / 첫차 05:00 / 막차 22:30] | 168번 [평일 16분 / 출퇴근 14분 / 휴일 21분 / 첫차 04:45 / 막차 21:30] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 171번 [평일 11분 / 출퇴근 10분 / 휴일 15분 / 첫차 05:00 / 막차 20:40] | 190번 [평일 18분 / 출퇴근 13분 / 휴일 20분 / 첫차 04:55 / 막차 21:50] | 2번 [평일 11분 / 출퇴근 7분 / 휴일 11분 / 첫차 05:00 / 막차 22:05] | 2-F번 [평일 30분 / 출퇴근 30분 / 휴일 30분 / 첫차 22:50 / 막차 24:10] | 26번 [평일 8분 / 출퇴근 7분 / 휴일 10분 / 첫차 04:40 / 막차 22:40] | 27번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 04:40 / 막차 22:35] | 38-1번 [평일 60분 / 출퇴근 60분 / 휴일 60분 / 첫차 06:30 / 막차 09:25] | 40번 [평일 13분 / 출퇴근 8분 / 휴일 14분 / 첫차 04:40 / 막차 21:50] | 41번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:45] | 43번 [평일 13분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:50 / 막차 22:20] | 508번 [평일 10분 / 출퇴근 7분 / 휴일 13분 / 첫차 05:00 / 막차 23:16] | 59번 [평일 13분 / 출퇴근 13분 / 휴일 17분 / 첫차 04:40 / 막차 22:00] | 61번 [평일 20분 / 출퇴근 16분 / 휴일 23분 / 첫차 05:00 / 막차 20:50] | 67번 [평일 6분 / 출퇴근 6분 / 휴일 8분 / 첫차 05:00 / 막차 22:25] | 81번 [평일 6분 / 출퇴근 3분 / 휴일 6분 / 첫차 04:40 / 막차 22:40] | 82번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:55 / 막차 22:40] | 85번 [평일 15분 / 출퇴근 10분 / 휴일 19분 / 첫차 04:50 / 막차 22:50] | 87번 [평일 8분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:50 / 막차 22:20] | 88번 [평일 25분 / 출퇴근 21분 / 휴일 34분 / 첫차 04:46 / 막차 21:50] | 88-1번 [평일 9분 / 출퇴근 6분 / 휴일 11분 / 첫차 05:00 / 막차 23:10]
자갈치역.비프광장,30,1003번 [평일 11분 / 출퇴근 8분 / 휴일 13분 / 첫차 04:20 / 막차 22:20] | 1003-F번 [평일 20분 / 출퇴근 20분 / 휴일 20분 / 첫차 22:40 / 막차 23:45] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 103번 [평일 12분 / 출퇴근 8분 / 휴일 14분 / 첫차 05:00 / 막차 22:00] | 11번 [평일 12분 / 출퇴근 8분 / 휴일 15분 / 첫차 05:00 / 막차 22:00] | 113번 [평일 8분 / 출퇴근 6분 / 휴일 11분 / 첫차 04:45 / 막차 22:19] | 126번 [평일 10분 / 출퇴근 9분 / 휴일 12분 / 첫차 04:30 / 막차 22:25] | 134번 [평일 10분 / 출퇴근 10분 / 휴일 13분 / 첫차 04:50 / 막차 22:30] | 15번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 05:00 / 막차 22:05] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 171번 [평일 11분 / 출퇴근 10분 / 휴일 15분 / 첫차 05:00 / 막차 20:40] | 172번 [평일 12분 / 출퇴근 11분 / 휴일 15분 / 첫차 05:00 / 막차 20:50] | 2-F번 [평일 30분 / 출퇴근 30분 / 휴일 30분 / 첫차 22:50 / 막차 24:10] | 26번 [평일 8분 / 출퇴근 7분 / 휴일 10분 / 첫차 04:40 / 막차 22:40] | 27번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 04:40 / 막차 22:35] | 30번 [평일 10분 / 출퇴근 6분 / 휴일 14분 / 첫차 04:35 / 막차 23:10] | 3001번 [평일 20분 / 출퇴근 18분 / 휴일 22분 / 첫차 05:00 / 막차 20:50] | 3003번 [평일 37분 / 출퇴근 35분 / 휴일 45분 / 첫차 05:00 / 막차 21:30] | 41번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:45] | 5-1번 [평일 16분 / 출퇴근 16분 / 휴일 20분 / 첫차 04:50 / 막차 22:20] | 59번 [평일 13분 / 출퇴근 13분 / 휴일 17분 / 첫차 04:40 / 막차 22:00] | 6번 [평일 10분 / 출퇴근 9분 / 휴일 14분 / 첫차 04:50 / 막차 22:45] | 61번 [평일 20분 / 출퇴근 16분 / 휴일 23분 / 첫차 05:00 / 막차 20:50] | 7번 [평일 17분 / 출퇴근 16분 / 휴일 23분 / 첫차 05:00 / 막차 22:37] | 70번 [평일 22분 / 출퇴근 19분 / 휴일 22분 / 첫차 05:00 / 막차 22:20] | 71번 [평일 17분 / 출퇴근 17분 / 휴일 18분 / 첫차 04:55 / 막차 22:43] | 8번 [평일 9분 / 출퇴근 6분 / 휴일 12분 / 첫차 04:48 / 막차 22:13] | 86번 [평일 12분 / 출퇴근 7분 / 휴일 14분 / 첫차 04:50 / 막차 22:20] | 87번 [평일 8분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:50 / 막차 22:20] | 9번 [평일 20분 / 출퇴근 16분 / 휴일 23분 / 첫차 04:50 / 막차 23:35]
남포동,30,1003번 [평일 11분 / 출퇴근 8분 / 휴일 13분 / 첫차 04:20 / 막차 22:20] | 1003-F번 [평일 20분 / 출퇴근 20분 / 휴일 20분 / 첫차 22:40 / 막차 23:45] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 103번 [평일 12분 / 출퇴근 8분 / 휴일 14분 / 첫차 05:00 / 막차 22:00] | 11번 [평일 12분 / 출퇴근 8분 / 휴일 15분 / 첫차 05:00 / 막차 22:00] | 113번 [평일 8분 / 출퇴근 6분 / 휴일 11분 / 첫차 04:45 / 막차 22:19] | 126번 [평일 10분 / 출퇴근 9분 / 휴일 12분 / 첫차 04:30 / 막차 22:25] | 134번 [평일 10분 / 출퇴근 10분 / 휴일 13분 / 첫차 04:50 / 막차 22:30] | 15번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 05:00 / 막차 22:05] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 171번 [평일 11분 / 출퇴근 10분 / 휴일 15분 / 첫차 05:00 / 막차 20:40] | 172번 [평일 12분 / 출퇴근 11분 / 휴일 15분 / 첫차 05:00 / 막차 20:50] | 2-F번 [평일 30분 / 출퇴근 30분 / 휴일 30분 / 첫차 22:50 / 막차 24:10] | 26번 [평일 8분 / 출퇴근 7분 / 휴일 10분 / 첫차 04:40 / 막차 22:40] | 27번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 04:40 / 막차 22:35] | 30번 [평일 10분 / 출퇴근 6분 / 휴일 14분 / 첫차 04:35 / 막차 23:10] | 3001번 [평일 20분 / 출퇴근 18분 / 휴일 22분 / 첫차 05:00 / 막차 20:50] | 3003번 [평일 37분 / 출퇴근 35분 / 휴일 45분 / 첫차 05:00 / 막차 21:30] | 41번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:45] | 5-1번 [평일 16분 / 출퇴근 16분 / 휴일 20분 / 첫차 04:50 / 막차 22:20] | 59번 [평일 13분 / 출퇴근 13분 / 휴일 17분 / 첫차 04:40 / 막차 22:00] | 6번 [평일 10분 / 출퇴근 9분 / 휴일 14분 / 첫차 04:50 / 막차 22:45] | 61번 [평일 20분 / 출퇴근 16분 / 휴일 23분 / 첫차 05:00 / 막차 20:50] | 7번 [평일 17분 / 출퇴근 16분 / 휴일 23분 / 첫차 05:00 / 막차 22:37] | 70번 [평일 22분 / 출퇴근 19분 / 휴일 22분 / 첫차 05:00 / 막차 22:20] | 71번 [평일 17분 / 출퇴근 17분 / 휴일 18분 / 첫차 04:55 / 막차 22:43] | 8번 [평일 9분 / 출퇴근 6분 / 휴일 12분 / 첫차 04:48 / 막차 22:13] | 86번 [평일 12분 / 출퇴근 7분 / 휴일 14분 / 첫차 04:50 / 막차 22:20] | 87번 [평일 8분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:50 / 막차 22:20] | 9번 [평일 20분 / 출퇴근 16분 / 휴일 23분 / 첫차 04:50 / 막차 23:35]
부산역,27,1001번 [평일 12분 / 출퇴근 11분 / 휴일 12분 / 첫차 04:30 / 막차 22:00] | 1003번 [평일 11분 / 출퇴근 8분 / 휴일 13분 / 첫차 04:20 / 막차 22:20] | 1003-F번 [평일 20분 / 출퇴근 20분 / 휴일 20분 / 첫차 22:40 / 막차 23:45] | 1004번 [평일 33분 / 출퇴근 31분 / 휴일 37분 / 첫차 04:50 / 막차 21:40] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 101번 [평일 13분 / 출퇴근 8분 / 휴일 17분 / 첫차 04:45 / 막차 22:15] | 134번 [평일 10분 / 출퇴근 10분 / 휴일 13분 / 첫차 04:50 / 막차 22:30] | 167번 [평일 12분 / 출퇴근 12분 / 휴일 15분 / 첫차 05:00 / 막차 22:30] | 168번 [평일 16분 / 출퇴근 14분 / 휴일 21분 / 첫차 04:45 / 막차 21:30] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 2번 [평일 11분 / 출퇴근 7분 / 휴일 11분 / 첫차 05:00 / 막차 22:05] | 2-F번 [평일 30분 / 출퇴근 30분 / 휴일 30분 / 첫차 22:50 / 막차 24:10] | 26번 [평일 8분 / 출퇴근 7분 / 휴일 10분 / 첫차 04:40 / 막차 22:40] | 27번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 04:40 / 막차 22:35] | 40번 [평일 13분 / 출퇴근 8분 / 휴일 14분 / 첫차 04:40 / 막차 21:50] | 41번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:45] | 43번 [평일 13분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:50 / 막차 22:20] | 508번 [평일 10분 / 출퇴근 7분 / 휴일 13분 / 첫차 05:00 / 막차 23:16] | 59번 [평일 13분 / 출퇴근 13분 / 휴일 17분 / 첫차 04:40 / 막차 22:00] | 61번 [평일 20분 / 출퇴근 16분 / 휴일 23분 / 첫차 05:00 / 막차 20:50] | 67번 [평일 6분 / 출퇴근 6분 / 휴일 8분 / 첫차 05:00 / 막차 22:25] | 81번 [평일 6분 / 출퇴근 3분 / 휴일 6분 / 첫차 04:40 / 막차 22:40] | 82번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:55 / 막차 22:40] | 85번 [평일 15분 / 출퇴근 10분 / 휴일 19분 / 첫차 04:50 / 막차 22:50] | 87번 [평일 8분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:50 / 막차 22:20] | 88번 [평일 25분 / 출퇴근 21분 / 휴일 34분 / 첫차 04:46 / 막차 21:50] | 88-1번 [평일 9분 / 출퇴근 6분 / 휴일 11분 / 첫차 05:00 / 막차 23:10]
서면한전,26,10번 [평일 12분 / 출퇴근 12분 / 휴일 16분 / 첫차 04:30 / 막차 22:15] | 1004번 [평일 33분 / 출퇴근 31분 / 휴일 37분 / 첫차 04:50 / 막차 21:40] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 103번 [평일 12분 / 출퇴근 8분 / 휴일 14분 / 첫차 05:00 / 막차 22:00] | 106번 [평일 15분 / 출퇴근 10분 / 휴일 17분 / 첫차 04:50 / 막차 21:40] | 108번 [평일 12분 / 출퇴근 8분 / 휴일 15분 / 첫차 05:00 / 막차 22:20] | 111번 [평일 14분 / 출퇴근 10분 / 휴일 17분 / 첫차 05:00 / 막차 22:10] | 138번 [평일 12분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:30 / 막차 22:15] | 167번 [평일 12분 / 출퇴근 12분 / 휴일 15분 / 첫차 05:00 / 막차 22:30] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 23번 [평일 6분 / 출퇴근 4분 / 휴일 8분 / 첫차 04:30 / 막차 22:45] | 29번 [평일 9분 / 출퇴근 9분 / 휴일 12분 / 첫차 04:50 / 막차 21:20] | 3002번 [평일 21분 / 출퇴근 18분 / 휴일 24분 / 첫차 05:00 / 막차 21:30] | 43번 [평일 13분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:50 / 막차 22:20] | 5-1번 [평일 16분 / 출퇴근 16분 / 휴일 20분 / 첫차 04:50 / 막차 22:20] | 52번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 05:00 / 막차 22:20] | 57번 [평일 12분 / 출퇴근 8분 / 휴일 12분 / 첫차 04:25 / 막차 22:30] | 583번 [평일 27분 / 출퇴근 21분 / 휴일 33분 / 첫차 05:15 / 막차 22:35] | 68번 [평일 6분 / 출퇴근 5분 / 휴일 8분 / 첫차 04:45 / 막차 22:30] | 80번 [평일 8분 / 출퇴근 6분 / 휴일 10분 / 첫차 04:50 / 막차 22:00] | 81번 [평일 6분 / 출퇴근 3분 / 휴일 6분 / 첫차 04:40 / 막차 22:40] | 83번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:50] | 83-1번 [평일 26분 / 출퇴근 24분 / 휴일 26분 / 첫차 05:00 / 막차 23:00] | 86번 [평일 12분 / 출퇴근 7분 / 휴일 14분 / 첫차 04:50 / 막차 22:20] | 88번 [평일 25분 / 출퇴근 21분 / 휴일 34분 / 첫차 04:46 / 막차 21:50] | 99번 [평일 7분 / 출퇴근 4분 / 휴일 9분 / 첫차 05:00 / 막차 22:40]
서면역.서면지하상가,26,10번 [평일 12분 / 출퇴근 12분 / 휴일 16분 / 첫차 04:30 / 막차 22:15] | 1004번 [평일 33분 / 출퇴근 31분 / 휴일 37분 / 첫차 04:50 / 막차 21:40] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 103번 [평일 12분 / 출퇴근 8분 / 휴일 14분 / 첫차 05:00 / 막차 22:00] | 106번 [평일 15분 / 출퇴근 10분 / 휴일 17분 / 첫차 04:50 / 막차 21:40] | 108번 [평일 12분 / 출퇴근 8분 / 휴일 15분 / 첫차 05:00 / 막차 22:20] | 111번 [평일 14분 / 출퇴근 10분 / 휴일 17분 / 첫차 05:00 / 막차 22:10] | 138번 [평일 12분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:30 / 막차 22:15] | 167번 [평일 12분 / 출퇴근 12분 / 휴일 15분 / 첫차 05:00 / 막차 22:30] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 23번 [평일 6분 / 출퇴근 4분 / 휴일 8분 / 첫차 04:30 / 막차 22:45] | 29번 [평일 9분 / 출퇴근 9분 / 휴일 12분 / 첫차 04:50 / 막차 21:20] | 3002번 [평일 21분 / 출퇴근 18분 / 휴일 24분 / 첫차 05:00 / 막차 21:30] | 43번 [평일 13분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:50 / 막차 22:20] | 5-1번 [평일 16분 / 출퇴근 16분 / 휴일 20분 / 첫차 04:50 / 막차 22:20] | 52번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 05:00 / 막차 22:20] | 57번 [평일 12분 / 출퇴근 8분 / 휴일 12분 / 첫차 04:25 / 막차 22:30] | 583번 [평일 27분 / 출퇴근 21분 / 휴일 33분 / 첫차 05:15 / 막차 22:35] | 68번 [평일 6분 / 출퇴근 5분 / 휴일 8분 / 첫차 04:45 / 막차 22:30] | 80번 [평일 8분 / 출퇴근 6분 / 휴일 10분 / 첫차 04:50 / 막차 22:00] | 81번 [평일 6분 / 출퇴근 3분 / 휴일 6분 / 첫차 04:40 / 막차 22:40] | 83번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:50] | 83-1번 [평일 26분 / 출퇴근 24분 / 휴일 26분 / 첫차 05:00 / 막차 23:00] | 86번 [평일 12분 / 출퇴근 7분 / 휴일 14분 / 첫차 04:50 / 막차 22:20] | 88번 [평일 25분 / 출퇴근 21분 / 휴일 34분 / 첫차 04:46 / 막차 21:50] | 99번 [평일 7분 / 출퇴근 4분 / 휴일 9분 / 첫차 05:00 / 막차 22:40]
부산데파트,26,1003번 [평일 11분 / 출퇴근 8분 / 휴일 13분 / 첫차 04:20 / 막차 22:20] | 1003-F번 [평일 20분 / 출퇴근 20분 / 휴일 20분 / 첫차 22:40 / 막차 23:45] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 103번 [평일 12분 / 출퇴근 8분 / 휴일 14분 / 첫차 05:00 / 막차 22:00] | 126번 [평일 10분 / 출퇴근 9분 / 휴일 12분 / 첫차 04:30 / 막차 22:25] | 134번 [평일 10분 / 출퇴근 10분 / 휴일 13분 / 첫차 04:50 / 막차 22:30] | 15번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 05:00 / 막차 22:05] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 171번 [평일 11분 / 출퇴근 10분 / 휴일 15분 / 첫차 05:00 / 막차 20:40] | 172번 [평일 12분 / 출퇴근 11분 / 휴일 15분 / 첫차 05:00 / 막차 20:50] | 186번 [평일 25분 / 출퇴근 22분 / 휴일 28분 / 첫차 04:55 / 막차 21:40] | 190번 [평일 18분 / 출퇴근 13분 / 휴일 20분 / 첫차 04:55 / 막차 21:50] | 2-F번 [평일 30분 / 출퇴근 30분 / 휴일 30분 / 첫차 22:50 / 막차 24:10] | 26번 [평일 8분 / 출퇴근 7분 / 휴일 10분 / 첫차 04:40 / 막차 22:40] | 27번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 04:40 / 막차 22:35] | 41번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:45] | 5-1번 [평일 16분 / 출퇴근 16분 / 휴일 20분 / 첫차 04:50 / 막차 22:20] | 508번 [평일 10분 / 출퇴근 7분 / 휴일 13분 / 첫차 05:00 / 막차 23:16] | 59번 [평일 13분 / 출퇴근 13분 / 휴일 17분 / 첫차 04:40 / 막차 22:00] | 61번 [평일 20분 / 출퇴근 16분 / 휴일 23분 / 첫차 05:00 / 막차 20:50] | 70번 [평일 22분 / 출퇴근 19분 / 휴일 22분 / 첫차 05:00 / 막차 22:20] | 82번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:55 / 막차 22:40] | 85번 [평일 15분 / 출퇴근 10분 / 휴일 19분 / 첫차 04:50 / 막차 22:50] | 86번 [평일 12분 / 출퇴근 7분 / 휴일 14분 / 첫차 04:50 / 막차 22:20] | 87번 [평일 8분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:50 / 막차 22:20] | 88번 [평일 25분 / 출퇴근 21분 / 휴일 34분 / 첫차 04:46 / 막차 21:50]
범내골역,26,10번 [평일 12분 / 출퇴근 12분 / 휴일 16분 / 첫차 04:30 / 막차 22:15] | 1004번 [평일 33분 / 출퇴근 31분 / 휴일 37분 / 첫차 04:50 / 막차 21:40] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 103번 [평일 12분 / 출퇴근 8분 / 휴일 14분 / 첫차 05:00 / 막차 22:00] | 108번 [평일 12분 / 출퇴근 8분 / 휴일 15분 / 첫차 05:00 / 막차 22:20] | 111번 [평일 14분 / 출퇴근 10분 / 휴일 17분 / 첫차 05:00 / 막차 22:10] | 138번 [평일 12분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:30 / 막차 22:15] | 167번 [평일 12분 / 출퇴근 12분 / 휴일 15분 / 첫차 05:00 / 막차 22:30] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 23번 [평일 6분 / 출퇴근 4분 / 휴일 8분 / 첫차 04:30 / 막차 22:45] | 29번 [평일 9분 / 출퇴근 9분 / 휴일 12분 / 첫차 04:50 / 막차 21:20] | 38번 [평일 28분 / 출퇴근 22분 / 휴일 35분 / 첫차 04:40 / 막차 21:50] | 43번 [평일 13분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:50 / 막차 22:20] | 5-1번 [평일 16분 / 출퇴근 16분 / 휴일 20분 / 첫차 04:50 / 막차 22:20] | 52번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 05:00 / 막차 22:20] | 57번 [평일 12분 / 출퇴근 8분 / 휴일 12분 / 첫차 04:25 / 막차 22:30] | 583번 [평일 27분 / 출퇴근 21분 / 휴일 33분 / 첫차 05:15 / 막차 22:35] | 68번 [평일 6분 / 출퇴근 5분 / 휴일 8분 / 첫차 04:45 / 막차 22:30] | 80번 [평일 8분 / 출퇴근 6분 / 휴일 10분 / 첫차 04:50 / 막차 22:00] | 81번 [평일 6분 / 출퇴근 3분 / 휴일 6분 / 첫차 04:40 / 막차 22:40] | 82번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:55 / 막차 22:40] | 83번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:50] | 83-1번 [평일 26분 / 출퇴근 24분 / 휴일 26분 / 첫차 05:00 / 막차 23:00] | 86번 [평일 12분 / 출퇴근 7분 / 휴일 14분 / 첫차 04:50 / 막차 22:20] | 88번 [평일 25분 / 출퇴근 21분 / 휴일 34분 / 첫차 04:46 / 막차 21:50] | 99번 [평일 7분 / 출퇴근 4분 / 휴일 9분 / 첫차 05:00 / 막차 22:40]
봉생병원,25,1001번 [평일 12분 / 출퇴근 11분 / 휴일 12분 / 첫차 04:30 / 막차 22:00] | 1003번 [평일 11분 / 출퇴근 8분 / 휴일 13분 / 첫차 04:20 / 막차 22:20] | 1003-F번 [평일 20분 / 출퇴근 20분 / 휴일 20분 / 첫차 22:40 / 막차 23:45] | 1004번 [평일 33분 / 출퇴근 31분 / 휴일 37분 / 첫차 04:50 / 막차 21:40] | 1004-F번 [평일 -분 / 출퇴근 -분 / 휴일 -분 / 첫차 23:20 / 막차 23:20] | 101번 [평일 13분 / 출퇴근 8분 / 휴일 17분 / 첫차 04:45 / 막차 22:15] | 103번 [평일 12분 / 출퇴근 8분 / 휴일 14분 / 첫차 05:00 / 막차 22:00] | 134번 [평일 10분 / 출퇴근 10분 / 휴일 13분 / 첫차 04:50 / 막차 22:30] | 167번 [평일 12분 / 출퇴근 12분 / 휴일 15분 / 첫차 05:00 / 막차 22:30] | 168번 [평일 16분 / 출퇴근 14분 / 휴일 21분 / 첫차 04:45 / 막차 21:30] | 17번 [평일 16분 / 출퇴근 14분 / 휴일 20분 / 첫차 04:56 / 막차 21:40] | 22번 [평일 13분 / 출퇴근 12분 / 휴일 16분 / 첫차 05:00 / 막차 22:35] | 26번 [평일 8분 / 출퇴근 7분 / 휴일 10분 / 첫차 04:40 / 막차 22:40] | 27번 [평일 7분 / 출퇴근 7분 / 휴일 9분 / 첫차 04:40 / 막차 22:35] | 40번 [평일 13분 / 출퇴근 8분 / 휴일 14분 / 첫차 04:40 / 막차 21:50] | 41번 [평일 8분 / 출퇴근 5분 / 휴일 11분 / 첫차 05:00 / 막차 22:45] | 43번 [평일 13분 / 출퇴근 8분 / 휴일 15분 / 첫차 04:50 / 막차 22:20] | 52번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 05:00 / 막차 22:20] | 59번 [평일 13분 / 출퇴근 13분 / 휴일 17분 / 첫차 04:40 / 막차 22:00] | 61번 [평일 20분 / 출퇴근 16분 / 휴일 23분 / 첫차 05:00 / 막차 20:50] | 67번 [평일 6분 / 출퇴근 6분 / 휴일 8분 / 첫차 05:00 / 막차 22:25] | 81번 [평일 6분 / 출퇴근 3분 / 휴일 6분 / 첫차 04:40 / 막차 22:40] | 82번 [평일 9분 / 출퇴근 5분 / 휴일 10분 / 첫차 04:55 / 막차 22:40] | 85번 [평일 15분 / 출퇴근 10분 / 휴일 19분 / 첫차 04:50 / 막차 22:50] | 88번 [평일 25분 / 출퇴근 21분 / 휴일 34분 / 첫차 04:46 / 막차 21:50]
